"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 20 127490 10 3 2 5
"3" 8 26 127484 16 2 3 5
"4" 12 27 127483 16 1 4 6
"5" 16 32 127477 16 4 5 7
"6" 20 38 127471 22 2 6 8
"7" 24 42 127468 21 5 7 9
"8" 28 57 127452 31 6 8 12
"9" 32 70 127438 37 9 9 15
"10" 36 85 127424 50 4 12 19
"11" 40 97 127411 49 12 12 24
"12" 44 135 127370 78 11 15 31
"13" 48 166 127340 96 15 20 35
"14" 52 209 127298 127 15 23 44
"15" 56 249 127254 146 21 27 55
"16" 60 296 127205 166 27 32 71
"17" 64 377 127126 216 41 34 86
"18" 68 474 127022 269 58 43 104
"19" 72 627 126869 381 62 54 130
"20" 76 793 126700 488 76 66 163
"21" 80 1031 126452 637 104 77 213
"22" 84 1323 126150 821 117 107 278
"23" 88 1637 125814 996 172 138 331
"24" 92 2107 125356 1279 226 177 425
"25" 96 2739 124708 1658 307 224 550
"26" 100 3493 123932 2139 364 276 714
"27" 104 4423 122975 2710 441 370 902
"28" 108 5615 121747 3409 615 465 1126
"29" 112 7186 120161 4379 770 587 1450
"30" 116 9063 118223 5491 998 737 1837
"31" 120 11463 115771 6917 1223 979 2344
"32" 124 14541 112609 8794 1500 1261 2986
"33" 128 18121 108953 10839 1934 1588 3760
"34" 132 22639 104338 13428 2414 2014 4783
"35" 136 28184 98662 16530 3121 2517 6016
"36" 140 34907 91811 20173 3865 3241 7628
"37" 144 42486 84065 24086 4695 4130 9575
"38" 148 50916 75349 28047 5777 5140 11952
"39" 152 60575 65596 32409 6890 6372 14904
"40" 156 70644 55257 36023 8372 7852 18397
"41" 160 81226 44694 39253 9753 9597 22623
"42" 164 91009 34842 40809 11069 11671 27460
"43" 168 100133 25698 40656 12597 14044 32836
"44" 172 108141 17714 39140 13471 16690 38840
"45" 176 114601 11414 35881 14156 19420 45144
"46" 180 119262 6932 31101 14346 22196 51619
"47" 184 122478 3926 25536 13956 25012 57974
"48" 188 124456 2199 19623 13095 27675 64063
"49" 192 125602 1239 14298 11467 30167 69670
"50" 196 126297 735 9911 9568 32244 74574
"51" 200 126721 457 6634 7714 33901 78472
