"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 26 127484 16 5 0 5
"3" 8 40 127470 30 2 1 7
"4" 12 46 127461 35 1 1 9
"5" 16 53 127454 37 4 1 11
"6" 20 74 127435 52 8 2 12
"7" 24 92 127417 56 15 4 17
"8" 28 130 127376 84 15 6 25
"9" 32 171 127331 108 23 7 33
"10" 36 218 127287 140 24 12 42
"11" 40 275 127226 178 27 16 54
"12" 44 365 127137 239 35 26 65
"13" 48 468 127035 297 49 37 85
"14" 52 598 126898 368 52 53 125
"15" 56 765 126726 471 74 63 157
"16" 60 973 126504 590 109 74 200
"17" 64 1284 126182 791 142 97 254
"18" 68 1720 125746 1092 174 121 333
"19" 72 2193 125261 1386 216 167 424
"20" 76 2760 124684 1719 273 232 536
"21" 80 3419 124004 2114 327 294 684
"22" 84 4332 123068 2614 455 372 891
"23" 88 5452 121913 3302 561 474 1115
"24" 92 6947 120375 4183 753 602 1409
"25" 96 8862 118434 5370 925 763 1804
"26" 100 11086 116106 6670 1197 966 2253
"27" 104 14102 113058 8512 1541 1218 2831
"28" 108 17704 109338 10585 1920 1590 3609
"29" 112 22292 104705 13292 2354 2045 4601
"30" 116 27534 99252 16198 2951 2530 5855
"31" 120 33996 92704 19631 3754 3221 7390
"32" 124 41420 85082 23401 4633 4048 9338
"33" 128 50064 76393 27723 5598 5075 11668
"34" 132 59347 66864 31771 6859 6280 14437
"35" 136 69256 56788 35360 8220 7762 17914
"36" 140 79354 46545 38340 9468 9469 22077
"37" 144 89320 36539 40171 11035 11420 26694
"38" 148 98528 27283 40444 12325 13753 32006
"39" 152 106830 19084 39337 13333 16331 37829
"40" 156 113528 12430 36267 14155 19051 44055
"41" 160 118554 7567 31845 14397 21724 50588
"42" 164 122124 4228 26580 14050 24428 57066
"43" 168 124191 2398 20602 13170 27113 63306
"44" 172 125484 1339 15180 11725 29584 68995
"45" 176 126238 795 10646 9925 31713 73954
"46" 180 126735 446 7058 8017 33557 78103
"47" 184 126997 280 4535 6227 34923 81312
"48" 188 127162 189 2825 4531 35953 83853
"49" 192 127253 158 1706 3238 36697 85612
"50" 196 127312 138 966 2280 37215 86851
"51" 200 127335 125 534 1517 37588 87696
