"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 24 127486 14 6 3 1
"3" 8 35 127476 25 4 3 3
"4" 12 43 127466 30 3 3 7
"5" 16 60 127449 43 7 3 7
"6" 20 74 127432 54 5 4 11
"7" 24 92 127418 63 10 5 14
"8" 28 127 127382 85 17 7 18
"9" 32 174 127333 119 19 9 27
"10" 36 233 127272 151 33 13 36
"11" 40 293 127204 188 32 19 54
"12" 44 383 127119 248 35 30 70
"13" 48 500 126999 314 59 35 92
"14" 52 647 126848 398 84 46 119
"15" 56 855 126637 544 86 63 162
"16" 60 1072 126408 660 116 92 204
"17" 64 1369 126084 840 146 123 260
"18" 68 1741 125724 1081 176 152 332
"19" 72 2282 125176 1416 242 184 440
"20" 76 2835 124589 1738 296 238 563
"21" 80 3690 123741 2299 367 305 719
"22" 84 4631 122752 2854 479 387 911
"23" 88 5899 121461 3624 634 492 1149
"24" 92 7529 119784 4645 769 623 1492
"25" 96 9530 117721 5823 992 817 1898
"26" 100 12095 115119 7334 1313 1030 2418
"27" 104 15250 111872 9141 1712 1302 3095
"28" 108 19280 107747 11586 2058 1653 3983
"29" 112 24097 102797 14346 2581 2114 5056
"30" 116 29862 96874 17577 3207 2692 6386
"31" 120 36799 89843 21260 4106 3363 8070
"32" 124 45014 81417 25495 5083 4245 10191
"33" 128 54217 72104 29840 6227 5382 12768
"34" 132 63774 62262 33645 7434 6758 15937
"35" 136 74090 51941 37172 8762 8409 19747
"36" 140 84286 41628 39672 10274 10305 24035
"37" 144 93998 31884 40841 11612 12537 29008
"38" 148 102930 22895 40498 12839 14949 34644
"39" 152 110347 15542 38324 13807 17575 40641
"40" 156 116205 9861 34542 14350 20309 47004
"41" 160 120491 5840 29385 14399 23107 53600
"42" 164 123148 3341 23660 13667 25868 59953
"43" 168 124849 1865 17938 12598 28349 65964
"44" 172 125964 1007 12976 10958 30621 71409
"45" 176 126543 575 8916 9011 32587 76029
"46" 180 126851 363 5788 7216 34075 79772
"47" 184 127072 248 3615 5542 35287 82628
"48" 188 127174 184 2091 4109 36176 84798
"49" 192 127269 152 1253 2864 36800 86352
"50" 196 127323 128 683 2020 37240 87380
"51" 200 127364 111 405 1280 37558 88121
