"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 24 127485 14 8 1 1
"3" 8 38 127471 28 4 1 5
"4" 12 43 127464 32 3 2 6
"5" 16 66 127443 47 6 2 11
"6" 20 81 127425 57 8 4 12
"7" 24 96 127410 60 16 6 14
"8" 28 133 127371 83 19 10 21
"9" 32 181 127323 114 27 12 28
"10" 36 249 127254 164 30 15 40
"11" 40 330 127172 217 33 22 58
"12" 44 421 127078 270 51 33 67
"13" 48 548 126949 343 66 43 96
"14" 52 709 126781 457 65 57 130
"15" 56 904 126581 566 102 73 163
"16" 60 1148 126328 703 142 96 207
"17" 64 1526 125937 960 170 127 269
"18" 68 1932 125518 1212 190 177 353
"19" 72 2412 125024 1491 246 226 449
"20" 76 3093 124335 1911 330 274 578
"21" 80 3928 123490 2398 422 359 749
"22" 84 4996 122388 3032 546 453 965
"23" 88 6379 120973 3935 639 565 1240
"24" 92 8093 119213 4954 836 695 1608
"25" 96 10250 116975 6246 1066 886 2052
"26" 100 12940 114197 7868 1355 1123 2594
"27" 104 16317 110770 9834 1796 1424 3263
"28" 108 20551 106427 12265 2295 1822 4169
"29" 112 25737 101124 15226 2823 2317 5371
"30" 116 31859 94906 18605 3460 2964 6830
"31" 120 39068 87543 22471 4311 3703 8583
"32" 124 47202 79234 26407 5431 4637 10727
"33" 128 56424 69754 30657 6481 5828 13458
"34" 132 66292 59776 34665 7644 7261 16722
"35" 136 76443 49476 37785 9218 8912 20528
"36" 140 86704 39228 40062 10656 10875 25111
"37" 144 96327 29516 41034 11869 13134 30290
"38" 148 104785 21128 40132 13028 15592 36033
"39" 152 111913 14017 37599 13870 18230 42214
"40" 156 117442 8640 33462 14127 20959 48894
"41" 160 121224 5119 27982 14112 23730 55400
"42" 164 123708 2864 22156 13478 26400 61674
"43" 168 125216 1580 16597 12147 28902 67570
"44" 172 126029 906 11732 10468 31064 72765
"45" 176 126594 551 7968 8579 32977 77070
"46" 180 126874 359 5169 6774 34432 80499
"47" 184 127102 239 3274 5073 35573 83182
"48" 188 127205 180 1911 3698 36424 85172
"49" 192 127282 146 1112 2529 37009 86632
"50" 196 127332 131 642 1686 37404 87600
"51" 200 127343 122 380 1066 37655 88242
