"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 25 127485 15 6 1 3
"3" 8 37 127473 25 2 4 6
"4" 12 45 127463 30 4 4 7
"5" 16 59 127450 38 6 6 9
"6" 20 76 127432 49 7 8 12
"7" 24 101 127407 64 4 12 21
"8" 28 134 127374 84 13 13 24
"9" 32 164 127344 102 17 14 31
"10" 36 193 127310 115 22 22 34
"11" 40 252 127246 152 29 24 47
"12" 44 331 127172 203 38 30 60
"13" 48 424 127077 262 51 36 75
"14" 52 555 126939 341 62 47 105
"15" 56 703 126790 443 71 60 129
"16" 60 883 126604 540 100 79 164
"17" 64 1134 126343 703 120 100 211
"18" 68 1437 126035 861 157 128 291
"19" 72 1853 125604 1123 198 159 373
"20" 76 2390 125054 1449 277 199 465
"21" 80 3084 124336 1889 330 246 619
"22" 84 3910 123489 2397 396 316 801
"23" 88 4954 122428 3043 494 413 1004
"24" 92 6307 121044 3844 706 512 1245
"25" 96 7991 119283 4891 851 662 1587
"26" 100 10107 117118 6159 1082 831 2035
"27" 104 12765 114417 7700 1373 1058 2634
"28" 108 16135 110974 9661 1818 1348 3308
"29" 112 20282 106734 12100 2223 1789 4170
"30" 116 25296 101578 15002 2773 2246 5275
"31" 120 31237 95466 18236 3499 2859 6643
"32" 124 38244 88330 21908 4357 3574 8405
"33" 128 46502 79912 26063 5194 4564 10681
"34" 132 55748 70529 30305 6470 5684 13289
"35" 136 65591 60505 34331 7588 7132 16540
"36" 140 75912 50063 37727 9107 8707 20371
"37" 144 86217 39623 40089 10586 10692 24850
"38" 148 95762 29978 41028 11816 12867 30051
"39" 152 104355 21445 40199 13142 15234 35780
"40" 156 111736 14248 37958 13874 17921 41983
"41" 160 117168 8909 33752 14208 20744 48464
"42" 164 121132 5190 28431 14214 23447 55040
"43" 168 123576 2926 22595 13346 26246 61389
"44" 172 125157 1660 17090 12094 28707 67266
"45" 176 126080 924 12032 10674 30937 72437
"46" 180 126578 558 8142 8812 32781 76843
"47" 184 126881 381 5203 6999 34311 80368
"48" 188 127038 269 3205 5140 35538 83155
"49" 192 127208 198 1952 3695 36414 85147
"50" 196 127279 157 1163 2542 36999 86575
"51" 200 127321 140 666 1764 37429 87462
