"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 17 12742 7 7 0 3
"3" 8 24 12735 13 4 1 6
"4" 12 29 12731 17 1 2 9
"5" 16 33 12727 19 1 3 10
"6" 20 36 12723 15 4 5 12
"7" 24 44 12715 16 9 5 14
"8" 28 52 12706 21 9 7 15
"9" 32 59 12700 25 9 9 16
"10" 36 68 12692 30 10 11 17
"11" 40 78 12680 31 8 16 23
"12" 44 90 12668 33 13 18 26
"13" 48 96 12663 33 9 20 34
"14" 52 104 12655 38 9 20 37
"15" 56 111 12649 34 13 21 43
"16" 60 123 12636 40 8 24 51
"17" 64 134 12625 42 14 25 53
"18" 68 145 12612 43 11 28 63
"19" 72 163 12597 50 16 30 67
"20" 76 177 12583 53 16 33 75
"21" 80 187 12569 54 17 35 81
"22" 84 204 12556 59 15 43 87
"23" 88 211 12546 52 16 46 97
"24" 92 225 12533 59 11 48 107
"25" 96 238 12520 52 12 54 120
"26" 100 251 12508 52 12 57 130
"27" 104 261 12497 43 21 60 137
"28" 108 278 12479 48 23 65 142
"29" 112 299 12459 60 22 70 147
"30" 116 313 12446 59 21 74 159
"31" 120 325 12434 56 25 75 169
"32" 124 341 12418 53 30 79 179
"33" 128 358 12401 51 27 84 196
"34" 132 378 12379 63 22 88 205
"35" 136 398 12357 70 17 94 217
"36" 140 417 12340 68 26 96 227
"37" 144 435 12323 71 25 101 238
"38" 148 459 12299 73 28 107 251
"39" 152 478 12280 74 21 114 269
"40" 156 488 12268 65 21 120 282
"41" 160 499 12261 55 31 126 287
"42" 164 513 12246 51 26 133 303
"43" 168 526 12231 46 25 137 318
"44" 172 538 12219 43 18 141 336
"45" 176 553 12207 45 20 145 343
"46" 180 562 12197 41 18 150 353
"47" 184 564 12194 35 16 151 362
"48" 188 573 12186 34 17 153 369
"49" 192 584 12176 34 18 156 376
"50" 196 593 12166 34 16 159 384
"51" 200 601 12158 34 15 161 391
