"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 31 127478 21 6 2 2
"3" 8 43 127466 30 3 3 7
"4" 12 49 127461 34 4 3 8
"5" 16 58 127452 36 7 4 11
"6" 20 76 127427 49 9 5 13
"7" 24 116 127391 75 17 6 18
"8" 28 156 127350 106 16 9 25
"9" 32 194 127312 128 19 14 33
"10" 36 241 127262 151 31 19 40
"11" 40 304 127199 187 31 25 61
"12" 44 390 127108 236 40 35 79
"13" 48 498 126998 294 63 43 98
"14" 52 628 126855 374 65 58 131
"15" 56 848 126634 527 97 71 153
"16" 60 1060 126427 657 103 98 202
"17" 64 1341 126145 817 134 124 266
"18" 68 1667 125805 1000 177 156 334
"19" 72 2099 125359 1241 226 197 435
"20" 76 2702 124736 1623 286 241 552
"21" 80 3502 123917 2123 383 306 690
"22" 84 4528 122863 2795 471 380 882
"23" 88 5715 121657 3502 606 486 1121
"24" 92 7140 120164 4336 738 621 1445
"25" 96 9127 118166 5549 983 776 1819
"26" 100 11622 115598 7051 1242 983 2346
"27" 104 14734 112397 8888 1612 1273 2961
"28" 108 18384 108649 11040 1935 1606 3803
"29" 112 22817 104165 13463 2518 2012 4824
"30" 116 28457 98310 16685 3080 2519 6173
"31" 120 35013 91696 20171 3832 3216 7794
"32" 124 42551 83930 23980 4805 4054 9712
"33" 128 51341 75001 28196 5948 5058 12139
"34" 132 60930 65248 32363 7132 6357 15078
"35" 136 70854 55143 36032 8283 7880 18659
"36" 140 80932 44994 38599 9868 9661 22804
"37" 144 91088 34777 40456 11382 11677 27573
"38" 148 100252 25645 40640 12482 13981 33149
"39" 152 108122 17781 39042 13493 16484 39103
"40" 156 114417 11584 35630 14263 19182 45342
"41" 160 119283 6937 31159 14264 21998 51862
"42" 164 122424 3946 25646 13653 24790 58335
"43" 168 124377 2216 19828 12904 27319 64326
"44" 172 125597 1273 14398 11611 29792 69796
"45" 176 126365 724 10087 9838 31857 74583
"46" 180 126750 429 6644 7857 33592 78657
"47" 184 127057 275 4265 6045 34956 81791
"48" 188 127165 200 2618 4370 35933 84244
"49" 192 127258 155 1558 3113 36645 85942
"50" 196 127308 128 913 2193 37145 87057
"51" 200 127353 116 492 1452 37546 87863
