"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 23 127486 14 7 1 1
"3" 8 37 127472 27 5 3 2
"4" 12 43 127464 32 2 5 4
"5" 16 50 127458 33 5 5 7
"6" 20 65 127442 39 8 5 13
"7" 24 91 127417 54 11 7 19
"8" 28 116 127390 73 10 8 25
"9" 32 149 127357 95 16 10 28
"10" 36 189 127315 115 20 15 39
"11" 40 254 127250 162 27 18 47
"12" 44 301 127196 184 37 23 57
"13" 48 384 127111 235 44 30 75
"14" 52 543 126957 340 66 43 94
"15" 56 679 126812 423 70 61 125
"16" 60 898 126586 572 92 76 158
"17" 64 1165 126309 740 125 91 209
"18" 68 1504 125957 957 163 118 266
"19" 72 1962 125503 1245 208 156 353
"20" 76 2520 124919 1591 280 193 456
"21" 80 3261 124161 2045 363 249 604
"22" 84 4094 123305 2544 442 329 779
"23" 88 5152 122220 3159 558 434 1001
"24" 92 6560 120774 4002 695 560 1303
"25" 96 8279 119008 5064 833 720 1662
"26" 100 10451 116785 6310 1101 902 2138
"27" 104 13275 113912 8040 1381 1139 2715
"28" 108 16737 110346 10069 1804 1475 3389
"29" 112 21137 105834 12676 2255 1886 4320
"30" 116 26331 100598 15590 2872 2386 5483
"31" 120 32343 94358 18859 3549 2992 6943
"32" 124 39693 86924 22683 4446 3743 8821
"33" 128 47954 78426 26629 5569 4752 11004
"34" 132 57335 68842 30880 6676 5959 13820
"35" 136 67323 58765 34861 7890 7367 17205
"36" 140 77463 48485 38083 9213 9053 21114
"37" 144 87695 38141 40226 10718 11012 25739
"38" 148 97104 28785 40715 12038 13274 31077
"39" 152 105523 20404 39696 13145 15786 36896
"40" 156 112467 13532 37120 13874 18393 43080
"41" 160 117726 8445 32802 14189 21128 49607
"42" 164 121418 4983 27627 13860 23905 56026
"43" 168 123737 2819 21652 13322 26519 62244
"44" 172 125201 1589 16141 12033 28949 68078
"45" 176 126101 915 11458 10290 31212 73141
"46" 180 126582 570 7752 8536 33025 77269
"47" 184 126874 382 4958 6751 34440 80725
"48" 188 127070 276 3075 5027 35598 83370
"49" 192 127187 214 1873 3535 36436 85343
"50" 196 127253 182 1075 2491 36982 86705
"51" 200 127305 162 603 1657 37370 87675
