"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 27 127483 17 6 2 2
"3" 8 31 127479 21 1 3 6
"4" 12 41 127469 28 4 3 6
"5" 16 52 127455 36 7 3 6
"6" 20 67 127441 45 7 5 10
"7" 24 90 127417 57 16 6 11
"8" 28 120 127388 80 11 10 19
"9" 32 152 127353 98 18 14 22
"10" 36 206 127301 137 25 16 28
"11" 40 258 127242 163 39 21 35
"12" 44 339 127164 219 33 34 53
"13" 48 418 127082 266 39 46 67
"14" 52 537 126955 340 54 53 90
"15" 56 687 126806 413 89 65 120
"16" 60 906 126581 559 109 80 158
"17" 64 1199 126279 745 140 101 213
"18" 68 1581 125894 1010 167 132 272
"19" 72 2008 125449 1278 213 169 348
"20" 76 2578 124858 1630 294 205 449
"21" 80 3279 124126 2047 362 278 592
"22" 84 4280 123124 2684 465 365 766
"23" 88 5426 121930 3364 602 454 1006
"24" 92 6863 120452 4250 718 583 1312
"25" 96 8815 118464 5419 973 743 1680
"26" 100 11229 115987 6873 1231 959 2166
"27" 104 14174 112995 8662 1509 1252 2751
"28" 108 17889 109187 10806 1940 1611 3532
"29" 112 22440 104478 13386 2469 2034 4551
"30" 116 27871 98992 16488 2996 2583 5804
"31" 120 34278 92413 19928 3762 3208 7380
"32" 124 41911 84601 23807 4715 4059 9330
"33" 128 50617 75778 27940 5874 5091 11712
"34" 132 60191 65941 32066 7142 6330 14653
"35" 136 70172 55798 35787 8350 7846 18189
"36" 140 80582 45327 38891 9775 9641 22275
"37" 144 90591 35193 40628 11155 11774 27034
"38" 148 100052 25797 40997 12447 14109 32499
"39" 152 108106 17727 39458 13487 16594 38567
"40" 156 114547 11464 36155 14026 19373 44993
"41" 160 119278 6905 31323 14283 22127 51545
"42" 164 122412 3948 25490 14008 24941 57973
"43" 168 124428 2238 19611 13111 27597 64109
"44" 172 125623 1262 14446 11507 30048 69622
"45" 176 126275 763 10004 9668 32084 74519
"46" 180 126716 491 6668 7735 33801 78512
"47" 184 126948 327 4254 5953 35154 81587
"48" 188 127100 232 2584 4383 36156 83977
"49" 192 127216 182 1565 3166 36859 85626
"50" 196 127295 158 912 2180 37342 86861
"51" 200 127323 143 508 1395 37689 87731
