"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 26 127482 16 5 2 3
"3" 8 34 127474 24 2 2 6
"4" 12 39 127471 26 4 2 7
"5" 16 50 127458 34 5 2 9
"6" 20 69 127440 44 10 3 12
"7" 24 98 127409 61 14 3 20
"8" 28 132 127374 88 16 4 24
"9" 32 173 127332 111 22 9 31
"10" 36 217 127289 134 21 17 45
"11" 40 256 127245 146 32 23 55
"12" 44 334 127167 196 34 29 75
"13" 48 434 127067 266 37 35 96
"14" 52 537 126963 326 53 41 117
"15" 56 697 126794 427 79 53 138
"16" 60 894 126590 553 92 74 175
"17" 64 1137 126345 702 119 98 218
"18" 68 1448 126027 886 154 124 284
"19" 72 1835 125614 1132 180 165 358
"20" 76 2336 125105 1455 232 199 450
"21" 80 3011 124414 1853 338 251 569
"22" 84 3854 123574 2384 419 304 747
"23" 88 4851 122525 2968 509 410 964
"24" 92 6173 121171 3750 660 520 1243
"25" 96 7897 119444 4849 820 659 1569
"26" 100 9822 117423 5944 1039 841 1998
"27" 104 12454 114752 7459 1328 1092 2575
"28" 108 15712 111389 9405 1638 1364 3305
"29" 112 19609 107419 11613 2161 1703 4132
"30" 116 24450 102467 14376 2717 2126 5231
"31" 120 30376 96425 17646 3418 2734 6578
"32" 124 37340 89258 21420 4147 3505 8268
"33" 128 45337 81097 25418 5176 4375 10368
"34" 132 54387 71881 29696 6177 5538 12976
"35" 136 64426 61753 33849 7628 6848 16101
"36" 140 74504 51423 37200 8960 8479 19865
"37" 144 84789 41106 39655 10511 10355 24268
"38" 148 94353 31424 40711 11720 12548 29374
"39" 152 103031 22788 40183 12885 14933 35030
"40" 156 110574 15369 38045 13915 17573 41041
"41" 160 116283 9839 34165 14262 20337 47519
"42" 164 120481 5784 29070 14287 23127 53997
"43" 168 123140 3280 23359 13536 25897 60348
"44" 172 124863 1839 17795 12348 28465 66255
"45" 176 125865 1065 12729 10828 30726 71582
"46" 180 126466 643 8639 9110 32600 76117
"47" 184 126789 412 5690 7097 34150 79852
"48" 188 127035 278 3598 5357 35366 82714
"49" 192 127146 227 2186 3915 36234 84811
"50" 196 127248 180 1278 2762 36872 86336
"51" 200 127302 147 755 1875 37293 87379
