"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 23 127485 13 5 2 3
"3" 32 34 127476 24 4 2 4
"4" 48 42 127467 28 5 3 6
"5" 64 51 127459 33 5 4 9
"6" 80 66 127443 41 6 5 14
"7" 96 84 127423 51 8 6 19
"8" 112 117 127390 75 9 7 26
"9" 128 151 127354 94 20 8 29
"10" 144 207 127297 136 20 8 43
"11" 160 265 127239 180 24 10 51
"12" 176 348 127153 232 31 17 68
"13" 192 456 127050 306 46 24 80
"14" 208 572 126924 367 64 30 111
"15" 224 752 126733 474 88 46 144
"16" 240 967 126518 612 100 64 191
"17" 256 1227 126255 771 128 87 241
"18" 272 1565 125895 988 153 116 308
"19" 288 1989 125469 1223 217 147 402
"20" 304 2543 124908 1570 264 194 515
"21" 320 3258 124178 2002 361 245 650
"22" 336 4161 123225 2533 470 313 845
"23" 352 5336 122042 3282 570 402 1082
"24" 368 6772 120564 4147 718 532 1375
"25" 384 8489 118783 5139 902 694 1754
"26" 400 10738 116502 6476 1118 914 2230
"27" 416 13436 113689 8033 1440 1159 2804
"28" 432 16881 110202 10030 1799 1466 3586
"29" 448 21195 105789 12546 2292 1847 4510
"30" 464 26325 100534 15530 2758 2363 5674
"31" 480 32431 94300 18737 3530 3019 7145
"32" 496 39746 86847 22634 4362 3799 8951
"33" 512 48000 78411 26603 5501 4744 11152
"34" 528 57453 68834 30961 6679 5885 13928
"35" 544 67492 58573 34936 7974 7332 17250
"36" 560 77594 48244 38078 9370 8987 21159
"37" 576 87785 38081 40234 10714 11049 25788
"38" 592 97137 28654 40745 12020 13285 31087
"39" 608 105507 20348 39679 12929 15859 37040
"40" 624 112477 13430 36901 13881 18547 43148
"41" 640 117835 8291 32629 14390 21356 49460
"42" 656 121513 4804 27366 14076 24137 55934
"43" 672 123875 2705 21652 13231 26864 62128
"44" 688 125273 1520 16043 12058 29240 67932
"45" 704 126105 879 11404 10366 31362 72973
"46" 720 126615 529 7680 8490 33190 77255
"47" 736 126942 325 4973 6547 34637 80785
"48" 752 127113 230 3039 4894 35762 83418
"49" 768 127212 184 1851 3463 36558 85340
"50" 784 127276 148 1069 2389 37164 86654
"51" 800 127327 134 624 1613 37534 87556
