"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 22 127488 12 3 3 4
"3" 8 28 127481 18 2 4 4
"4" 12 34 127476 22 2 4 6
"5" 16 35 127474 22 2 4 7
"6" 20 44 127465 28 2 4 10
"7" 24 56 127453 33 6 5 12
"8" 28 66 127442 35 5 7 19
"9" 32 88 127421 54 5 7 22
"10" 36 112 127395 64 10 9 29
"11" 40 140 127365 84 11 13 32
"12" 44 166 127338 103 9 16 38
"13" 48 186 127315 105 14 22 45
"14" 52 234 127267 128 22 27 57
"15" 56 296 127206 164 29 34 69
"16" 60 375 127123 216 40 40 79
"17" 64 472 127033 284 44 46 98
"18" 68 591 126909 351 57 52 131
"19" 72 727 126759 432 64 67 164
"20" 76 895 126588 515 93 77 210
"21" 80 1154 126335 680 120 92 262
"22" 84 1443 126038 844 159 114 326
"23" 88 1820 125646 1081 185 146 408
"24" 92 2340 125109 1406 232 198 504
"25" 96 2951 124477 1766 314 264 607
"26" 100 3773 123649 2282 396 335 760
"27" 104 4783 122616 2901 492 415 975
"28" 108 6000 121357 3613 609 526 1252
"29" 112 7657 119669 4613 786 673 1585
"30" 116 9600 117648 5775 986 837 2002
"31" 120 12049 115188 7160 1327 1082 2480
"32" 124 15077 112066 8937 1633 1373 3134
"33" 128 18919 108130 11182 2045 1729 3963
"34" 132 23552 103407 13788 2556 2206 5002
"35" 136 29252 97531 17019 3255 2717 6261
"36" 140 35913 90739 20644 3930 3447 7892
"37" 144 43540 82973 24444 4905 4260 9931
"38" 148 52416 73913 28696 5957 5328 12435
"39" 152 62061 64062 32773 7212 6620 15456
"40" 156 72122 53862 36205 8625 8192 19100
"41" 160 82477 43433 39150 9993 9955 23379
"42" 164 92333 33459 40606 11434 12079 28214
"43" 168 101337 24489 40523 12560 14493 33761
"44" 172 109066 16784 38575 13779 17043 39669
"45" 176 115415 10673 35199 14422 19807 45987
"46" 180 119777 6471 30326 14309 22658 52484
"47" 184 122722 3740 24567 13763 25427 58965
"48" 188 124597 2069 18871 12795 27955 64976
"49" 192 125652 1200 13571 11264 30274 70543
"50" 196 126355 697 9401 9347 32350 75257
"51" 200 126753 448 6192 7541 33976 79044
