"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 23 127486 13 3 4 3
"3" 8 30 127480 19 1 4 6
"4" 12 34 127476 20 4 4 6
"5" 16 49 127459 32 5 4 8
"6" 20 68 127441 46 8 4 10
"7" 24 87 127420 58 10 6 13
"8" 28 106 127399 69 8 8 21
"9" 32 133 127372 83 16 9 25
"10" 36 190 127317 124 21 14 31
"11" 40 237 127266 149 25 23 40
"12" 44 294 127209 180 37 29 48
"13" 48 394 127106 252 38 39 65
"14" 52 495 126999 320 48 48 79
"15" 56 614 126880 380 66 55 113
"16" 60 803 126694 498 86 64 155
"17" 64 1004 126475 611 120 83 190
"18" 68 1298 126182 813 133 105 247
"19" 72 1645 125824 1018 176 148 303
"20" 76 2058 125388 1276 195 185 402
"21" 80 2686 124752 1670 294 226 496
"22" 84 3389 124016 2095 360 297 637
"23" 88 4292 123104 2622 449 385 836
"24" 92 5507 121868 3380 563 485 1079
"25" 96 6947 120353 4205 740 625 1377
"26" 100 8841 118428 5378 917 770 1776
"27" 104 11229 116028 6825 1179 973 2252
"28" 108 14095 113035 8522 1446 1241 2886
"29" 112 17678 109336 10599 1873 1588 3618
"30" 116 22091 104891 13059 2428 2029 4575
"31" 120 27503 99268 16091 3009 2574 5829
"32" 124 33909 92761 19587 3702 3235 7385
"33" 128 41394 85134 23481 4556 4074 9283
"34" 132 50024 76368 27731 5583 5131 11579
"35" 136 59324 66875 31754 6795 6333 14442
"36" 140 69291 56744 35315 8323 7807 17846
"37" 144 79526 46370 38428 9534 9622 21942
"38" 148 89717 36145 40445 10948 11655 26669
"39" 152 99073 26723 40986 12079 14007 32001
"40" 156 107244 18637 39695 13224 16439 37886
"41" 160 113910 12079 36764 13829 19184 44133
"42" 164 118721 7442 31944 14187 22018 50572
"43" 168 121942 4422 26222 13805 24827 57088
"44" 172 124122 2540 20333 13020 27506 63263
"45" 176 125403 1444 14992 11603 29900 68908
"46" 180 126179 846 10448 9936 31992 73803
"47" 184 126675 510 7021 8180 33666 77808
"48" 188 126947 336 4479 6278 35058 81132
"49" 192 127120 248 2806 4573 36108 83633
"50" 196 127217 198 1704 3262 36873 85378
"51" 200 127271 164 1004 2255 37420 86592
