"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 30 127478 20 5 4 1
"3" 32 39 127470 28 3 6 2
"4" 48 44 127466 33 1 6 4
"5" 64 52 127456 31 9 7 5
"6" 80 75 127434 49 9 9 8
"7" 96 97 127410 63 8 12 14
"8" 112 121 127383 81 10 13 17
"9" 128 144 127361 91 12 15 26
"10" 144 192 127313 116 29 16 31
"11" 160 267 127236 172 34 18 43
"12" 176 358 127139 236 38 28 56
"13" 192 443 127056 287 44 33 79
"14" 208 565 126926 363 59 41 102
"15" 224 749 126733 481 77 56 135
"16" 240 952 126535 602 99 74 177
"17" 256 1212 126255 765 121 95 231
"18" 272 1569 125902 970 179 120 300
"19" 288 2010 125444 1258 210 158 384
"20" 304 2571 124874 1582 270 207 512
"21" 320 3278 124143 2018 348 263 649
"22" 336 4188 123228 2593 432 331 832
"23" 352 5302 122079 3268 543 443 1048
"24" 368 6728 120622 4134 677 570 1347
"25" 384 8491 118827 5149 929 719 1694
"26" 400 10841 116385 6546 1197 926 2172
"27" 416 13794 113339 8346 1486 1204 2758
"28" 432 17419 109674 10528 1840 1542 3509
"29" 448 21737 105205 13016 2291 1943 4487
"30" 464 26993 99836 15934 2875 2459 5725
"31" 480 33222 93460 19246 3653 3099 7224
"32" 496 40643 85929 23191 4472 3919 9061
"33" 512 48870 77484 27110 5490 4896 11374
"34" 528 58285 67913 31245 6752 6112 14176
"35" 544 68341 57711 35055 8053 7574 17659
"36" 560 78488 47398 38140 9418 9309 21621
"37" 576 88517 37323 40198 10833 11195 26291
"38" 592 98022 27838 40890 12104 13445 31583
"39" 608 106294 19599 39620 13354 15919 37401
"40" 624 112990 12920 36756 13909 18655 43670
"41" 640 118097 8069 32298 14301 21382 50116
"42" 656 121645 4708 26942 13810 24261 56632
"43" 672 123953 2641 21251 13071 26887 62744
"44" 688 125254 1492 15790 11650 29383 68431
"45" 704 126118 875 11151 9957 31549 73461
"46" 720 126635 551 7489 8235 33308 77603
"47" 736 126893 366 4755 6419 34679 81040
"48" 752 127061 276 2928 4800 35754 83579
"49" 768 127187 202 1773 3401 36535 85478
"50" 784 127286 162 1064 2361 37122 86739
"51" 800 127326 135 631 1555 37520 87620
