"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 24 127485 14 4 0 6
"3" 8 45 127465 35 4 0 6
"4" 12 49 127458 37 5 0 7
"5" 16 57 127451 38 9 1 9
"6" 20 79 127429 52 15 1 11
"7" 24 101 127407 66 11 1 23
"8" 28 130 127376 85 16 1 28
"9" 32 171 127335 102 25 5 39
"10" 36 204 127298 119 24 11 50
"11" 40 250 127250 148 27 15 60
"12" 44 310 127185 177 35 23 75
"13" 48 393 127109 234 34 27 98
"14" 52 485 127013 275 50 37 123
"15" 56 614 126878 354 69 50 141
"16" 60 789 126696 466 78 72 173
"17" 64 1007 126488 604 100 86 217
"18" 68 1304 126180 783 144 115 262
"19" 72 1637 125827 997 164 143 333
"20" 76 2029 125432 1231 204 177 417
"21" 80 2579 124868 1553 286 222 518
"22" 84 3310 124118 2017 358 280 655
"23" 88 4269 123139 2602 463 364 840
"24" 92 5455 121925 3347 560 472 1076
"25" 96 6900 120409 4211 729 606 1354
"26" 100 8716 118556 5306 909 773 1728
"27" 104 11050 116196 6655 1204 989 2202
"28" 108 13905 113220 8308 1549 1245 2803
"29" 112 17562 109507 10567 1832 1574 3589
"30" 116 21919 105052 13020 2371 1967 4561
"31" 120 27254 99565 15996 2972 2504 5782
"32" 124 33739 92954 19576 3645 3211 7307
"33" 128 41018 85438 23328 4519 3994 9177
"34" 132 49482 76894 27357 5615 5043 11467
"35" 136 58825 67414 31504 6744 6268 14309
"36" 140 68616 57396 35121 8147 7652 17696
"37" 144 79100 46861 38368 9668 9379 21685
"38" 148 89263 36587 40371 11106 11409 26377
"39" 152 98489 27257 40671 12379 13678 31761
"40" 156 106777 19070 39613 13332 16175 37657
"41" 160 113520 12416 36597 14118 18888 43917
"42" 164 118620 7532 32149 14272 21693 50506
"43" 168 121957 4383 26549 13931 24461 57016
"44" 172 124135 2477 20794 13030 27184 63127
"45" 176 125442 1415 15362 11586 29685 68809
"46" 180 126253 800 10766 10039 31736 73712
"47" 184 126680 491 7158 8188 33492 77842
"48" 188 126965 321 4643 6298 34916 81108
"49" 192 127130 232 2853 4641 36008 83628
"50" 196 127240 173 1728 3327 36780 85405
"51" 200 127318 142 1035 2252 37344 86687
