"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 20 127490 10 5 1 4
"3" 8 28 127482 18 2 2 6
"4" 12 34 127476 22 3 3 6
"5" 16 45 127465 30 5 3 7
"6" 20 58 127450 40 7 4 7
"7" 24 75 127433 50 8 5 12
"8" 28 107 127399 69 12 9 17
"9" 32 127 127378 86 5 12 24
"10" 36 148 127358 93 13 14 28
"11" 40 190 127314 113 27 17 33
"12" 44 250 127255 155 26 25 44
"13" 48 302 127198 188 26 35 53
"14" 52 399 127100 249 42 41 67
"15" 56 491 127008 296 59 51 85
"16" 60 625 126866 367 82 65 111
"17" 64 819 126673 494 84 80 161
"18" 68 1029 126452 624 95 107 203
"19" 72 1281 126195 789 114 126 252
"20" 76 1641 125824 986 185 156 314
"21" 80 2089 125370 1254 233 202 400
"22" 84 2685 124749 1639 275 240 531
"23" 88 3423 123994 2113 335 311 664
"24" 92 4373 123009 2678 463 382 850
"25" 96 5608 121770 3458 592 476 1082
"26" 100 7110 120223 4383 756 608 1363
"27" 104 9016 118232 5545 953 778 1740
"28" 108 11413 115799 6980 1230 972 2231
"29" 112 14309 112817 8626 1576 1236 2871
"30" 116 18202 108869 10928 2030 1560 3684
"31" 120 22848 104140 13663 2485 1989 4711
"32" 124 28390 98386 16763 3117 2522 5988
"33" 128 34997 91633 20382 3848 3181 7586
"34" 132 42663 83859 24246 4738 4080 9599
"35" 136 51263 75089 28336 5826 5086 12015
"36" 140 60935 65277 32441 7184 6381 14929
"37" 144 71129 54865 36208 8555 7876 18490
"38" 148 81370 44516 39025 9972 9682 22691
"39" 152 91508 34338 40728 11391 11751 27638
"40" 156 100717 25095 40970 12540 14148 33059
"41" 160 108625 17239 39434 13372 16718 39101
"42" 164 114817 11155 35773 14177 19379 45488
"43" 168 119497 6711 30841 14386 22263 52007
"44" 172 122623 3803 25257 13846 25020 58500
"45" 176 124491 2123 19329 12790 27673 64699
"46" 180 125701 1188 14084 11292 30065 70260
"47" 184 126350 730 9726 9481 32060 75083
"48" 188 126725 452 6419 7527 33787 78992
"49" 192 126998 310 4093 5857 35116 81932
"50" 196 127146 228 2529 4249 36097 84271
"51" 200 127263 175 1544 2976 36809 85934
