"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 31 127478 22 5 1 3
"3" 32 44 127465 32 6 1 5
"4" 48 59 127451 42 5 2 10
"5" 64 72 127437 53 5 2 12
"6" 80 81 127423 49 14 3 15
"7" 96 113 127393 70 15 4 24
"8" 112 153 127353 97 14 6 36
"9" 128 191 127316 122 19 7 43
"10" 144 248 127256 155 32 9 52
"11" 160 326 127177 209 36 12 69
"12" 176 420 127081 261 51 22 86
"13" 192 577 126915 362 65 41 109
"14" 208 729 126767 460 74 54 141
"15" 224 916 126568 576 85 72 183
"16" 240 1169 126315 724 111 91 243
"17" 256 1459 126016 891 150 117 301
"18" 272 1864 125596 1123 210 148 383
"19" 288 2443 125009 1500 248 202 493
"20" 304 3073 124367 1877 308 256 632
"21" 320 3949 123452 2407 413 330 799
"22" 336 5018 122365 3077 536 411 994
"23" 352 6371 120966 3867 709 523 1272
"24" 368 8192 119125 5006 904 682 1600
"25" 384 10381 116846 6378 1072 883 2048
"26" 400 13078 114084 7934 1430 1141 2573
"27" 416 16586 110496 9963 1866 1463 3294
"28" 432 20940 106022 12621 2260 1845 4214
"29" 448 26158 100725 15658 2772 2342 5386
"30" 464 32279 94484 18948 3508 2969 6854
"31" 480 39714 86790 22904 4377 3742 8691
"32" 496 47993 78411 26969 5402 4704 10918
"33" 512 57358 68864 31170 6704 5880 13604
"34" 528 67269 58789 35004 7941 7351 16973
"35" 544 77500 48457 38120 9377 9088 20915
"36" 560 87728 38118 40274 10823 11077 25554
"37" 576 97296 28518 40888 12241 13338 30829
"38" 592 105834 20014 40002 13218 15827 36787
"39" 608 112689 13297 37108 13873 18555 43153
"40" 624 117887 8219 32647 14284 21307 49649
"41" 640 121502 4808 27238 14118 24114 56032
"42" 656 123782 2767 21502 13285 26750 62245
"43" 672 125238 1540 16081 11923 29167 68067
"44" 688 126079 893 11385 10217 31362 73115
"45" 704 126591 547 7705 8404 33142 77340
"46" 720 126883 379 4985 6560 34596 80742
"47" 736 127096 264 3098 4921 35703 83374
"48" 752 127200 196 1868 3474 36582 85276
"49" 768 127276 167 1095 2413 37146 86622
"50" 784 127307 159 633 1563 37562 87549
"51" 800 127338 142 365 1018 37810 88145
