"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 32 127477 22 6 0 4
"3" 32 46 127463 34 5 1 6
"4" 48 56 127451 43 4 1 8
"5" 64 73 127435 54 7 4 8
"6" 80 85 127424 60 8 7 10
"7" 96 111 127397 70 11 9 21
"8" 112 153 127352 93 21 11 28
"9" 128 182 127323 112 19 14 37
"10" 144 240 127267 150 26 16 48
"11" 160 298 127207 191 28 22 57
"12" 176 365 127129 228 37 30 70
"13" 192 499 127002 308 57 41 93
"14" 208 633 126862 403 58 50 122
"15" 224 785 126702 492 81 63 149
"16" 240 996 126483 622 98 80 196
"17" 256 1282 126197 796 136 101 249
"18" 272 1653 125812 1029 169 133 322
"19" 288 2103 125348 1304 204 171 424
"20" 304 2659 124774 1637 271 213 538
"21" 320 3388 124036 2046 352 278 712
"22" 336 4319 123076 2597 429 367 926
"23" 352 5358 122023 3202 547 459 1150
"24" 368 6769 120552 4036 718 564 1451
"25" 384 8581 118731 5137 923 716 1805
"26" 400 10858 116363 6544 1124 933 2257
"27" 416 13618 113504 8093 1483 1180 2862
"28" 432 17116 109960 10183 1816 1530 3587
"29" 448 21352 105647 12588 2300 1945 4519
"30" 464 26430 100397 15430 2862 2432 5706
"31" 480 32754 94012 18888 3578 3099 7189
"32" 496 40014 86521 22709 4397 3889 9019
"33" 512 48411 78033 26859 5435 4871 11246
"34" 528 57655 68580 30985 6631 6039 14000
"35" 544 67403 58694 34780 7904 7410 17309
"36" 560 77651 48258 38113 9229 9072 21237
"37" 576 87727 38041 40195 10738 10962 25832
"38" 592 97384 28430 40891 12243 13121 31129
"39" 608 105920 19959 40116 13181 15617 37006
"40" 624 112680 13184 37145 13954 18227 43354
"41" 640 118012 8164 32798 14266 21073 49875
"42" 656 121529 4775 27255 14018 23918 56338
"43" 672 123887 2701 21420 13359 26535 62573
"44" 688 125239 1539 15862 11960 28990 68427
"45" 704 126082 908 11190 10285 31226 73381
"46" 720 126621 553 7536 8335 33099 77651
"47" 736 126885 357 4779 6536 34562 81008
"48" 752 127091 252 3016 4805 35674 83596
"49" 768 127184 197 1839 3422 36493 85430
"50" 784 127277 163 1090 2401 37065 86721
"51" 800 127313 141 652 1544 37459 87658
