"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 28 127482 18 3 1 6
"3" 8 36 127473 26 2 1 7
"4" 12 41 127469 27 4 1 9
"5" 16 52 127457 32 5 3 12
"6" 20 67 127442 40 8 5 14
"7" 24 91 127418 50 15 9 17
"8" 28 126 127380 79 9 14 24
"9" 32 150 127355 96 10 16 28
"10" 36 189 127317 123 14 16 36
"11" 40 235 127271 147 29 19 40
"12" 44 314 127185 193 40 27 54
"13" 48 397 127093 245 45 40 67
"14" 52 532 126971 338 57 47 90
"15" 56 680 126809 435 69 58 118
"16" 60 865 126620 541 96 77 151
"17" 64 1114 126365 692 132 99 191
"18" 68 1413 126062 872 148 135 258
"19" 72 1790 125673 1102 182 170 336
"20" 76 2255 125195 1381 255 214 405
"21" 80 2877 124568 1742 318 281 536
"22" 84 3707 123705 2261 397 359 690
"23" 88 4701 122683 2879 480 445 897
"24" 92 5915 121447 3558 643 574 1140
"25" 96 7477 119837 4457 827 715 1478
"26" 100 9557 117714 5755 1008 914 1880
"27" 104 11849 115323 7077 1248 1149 2375
"28" 108 14930 112192 8921 1579 1435 2995
"29" 112 18766 108284 11134 1994 1808 3830
"30" 116 23310 103629 13703 2505 2267 4835
"31" 120 28792 97976 16686 3121 2835 6150
"32" 124 35510 91174 20374 3843 3505 7788
"33" 128 43075 83419 24243 4756 4318 9758
"34" 132 51840 74455 28345 5952 5314 12229
"35" 136 61534 64676 32583 7069 6575 15307
"36" 140 71887 54182 36592 8424 8029 18842
"37" 144 82171 43789 39395 10000 9779 22997
"38" 148 91874 33949 40630 11455 11904 27885
"39" 152 100949 24903 40595 12662 14361 33331
"40" 156 108792 17180 38945 13412 16984 39451
"41" 160 114942 11073 35382 14129 19761 45670
"42" 164 119515 6740 30530 14186 22559 52240
"43" 168 122500 3922 24882 13607 25286 58725
"44" 172 124460 2237 19365 12511 27794 64790
"45" 176 125663 1277 13949 11391 30162 70161
"46" 180 126289 752 9688 9465 32162 74974
"47" 184 126714 477 6448 7603 33696 78967
"48" 188 126974 323 4050 5912 34960 82052
"49" 192 127149 228 2447 4346 35996 84360
"50" 196 127242 183 1486 3067 36667 86022
"51" 200 127296 160 876 2070 37156 87194
