"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 30 127480 20 5 0 5
"3" 8 36 127472 26 3 0 7
"4" 12 41 127466 31 1 1 8
"5" 16 54 127453 37 7 1 9
"6" 20 74 127434 51 8 2 13
"7" 24 94 127415 64 9 3 18
"8" 28 107 127399 65 14 4 24
"9" 32 150 127355 95 13 6 36
"10" 36 199 127304 129 19 6 45
"11" 40 256 127243 171 19 9 57
"12" 44 324 127172 212 28 11 73
"13" 48 432 127067 281 47 17 87
"14" 52 565 126925 365 68 26 106
"15" 56 751 126738 492 80 40 139
"16" 60 993 126488 645 100 62 186
"17" 64 1280 126207 824 137 85 234
"18" 68 1588 125880 986 171 110 321
"19" 72 2040 125415 1263 221 144 412
"20" 76 2622 124834 1631 283 187 521
"21" 80 3333 124093 2060 367 245 661
"22" 84 4220 123182 2594 458 322 846
"23" 88 5408 121967 3321 596 428 1063
"24" 92 6775 120548 4111 723 557 1384
"25" 96 8583 118727 5241 895 701 1746
"26" 100 10778 116427 6504 1186 877 2211
"27" 104 13710 113477 8265 1494 1130 2821
"28" 108 17337 109704 10426 1836 1435 3640
"29" 112 21609 105344 12877 2340 1855 4537
"30" 116 26978 99867 15889 2931 2390 5768
"31" 120 33165 93530 19147 3706 3038 7274
"32" 124 40547 85970 22974 4527 3859 9187
"33" 128 49193 77190 27294 5585 4815 11499
"34" 132 58672 67571 31640 6650 6065 14317
"35" 136 68432 57553 35172 8080 7533 17647
"36" 140 78607 47307 38212 9492 9251 21652
"37" 144 88733 37161 40209 10857 11247 26420
"38" 148 98157 27668 40779 12214 13502 31662
"39" 152 106362 19422 39597 13214 15983 37568
"40" 156 113179 12780 36712 14067 18577 43823
"41" 160 118260 7880 32317 14162 21412 50369
"42" 164 121744 4578 26820 13971 24088 56865
"43" 168 124044 2576 21074 13212 26759 62999
"44" 172 125410 1418 15675 11871 29127 68737
"45" 176 126165 799 10942 10137 31285 73801
"46" 180 126660 476 7341 8253 33046 78020
"47" 184 126957 312 4733 6381 34496 81347
"48" 188 127140 219 2952 4732 35584 83872
"49" 192 127244 166 1777 3378 36359 85730
"50" 196 127323 130 1066 2315 36928 87014
"51" 200 127350 115 564 1602 37306 87878
