"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 23 127487 13 8 0 2
"3" 8 32 127478 21 6 0 5
"4" 12 42 127465 31 4 0 7
"5" 16 50 127458 36 3 0 11
"6" 20 70 127440 50 7 0 13
"7" 24 94 127413 64 14 1 15
"8" 28 127 127378 86 17 3 21
"9" 32 156 127348 99 19 6 32
"10" 36 206 127301 135 21 9 41
"11" 40 279 127225 178 37 11 53
"12" 44 343 127155 216 39 16 72
"13" 48 456 127040 290 50 24 92
"14" 52 588 126902 370 69 36 113
"15" 56 774 126719 485 86 52 151
"16" 60 1005 126480 621 113 70 201
"17" 64 1260 126213 773 129 98 260
"18" 68 1614 125849 997 161 124 332
"19" 72 2098 125361 1289 213 165 431
"20" 76 2597 124839 1560 286 222 529
"21" 80 3303 124118 1981 384 285 653
"22" 84 4313 123088 2629 477 362 845
"23" 88 5509 121844 3377 582 458 1092
"24" 92 6997 120344 4301 723 589 1384
"25" 96 8791 118501 5311 950 739 1791
"26" 100 11161 116073 6773 1154 954 2280
"27" 104 14069 113057 8473 1530 1198 2868
"28" 108 17821 109237 10708 1919 1534 3660
"29" 112 22290 104626 13244 2445 1948 4653
"30" 116 27786 99076 16371 3031 2498 5886
"31" 120 34135 92514 19751 3834 3143 7407
"32" 124 41716 84805 23670 4647 3957 9442
"33" 128 50505 75852 27965 5723 4963 11854
"34" 132 59989 66246 32100 6906 6215 14768
"35" 136 70029 56083 35734 8369 7665 18261
"36" 140 80123 45780 38563 9764 9427 22369
"37" 144 90183 35748 40396 11041 11530 27216
"38" 148 99329 26531 40585 12316 13894 32534
"39" 152 107297 18528 39069 13417 16358 38453
"40" 156 113981 12033 36121 14182 19046 44632
"41" 160 118789 7350 31455 14345 21796 51193
"42" 164 122152 4281 25922 13916 24590 57724
"43" 168 124295 2370 20265 12888 27251 63891
"44" 172 125528 1315 14952 11545 29603 69428
"45" 176 126257 779 10450 9788 31697 74322
"46" 180 126701 485 6957 7972 33425 78347
"47" 184 126951 328 4410 6127 34880 81534
"48" 188 127088 253 2693 4536 35913 83946
"49" 192 127190 201 1556 3280 36659 85695
"50" 196 127287 175 943 2210 37214 86920
"51" 200 127311 156 547 1466 37558 87740
