"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 27 127482 17 5 2 3
"3" 32 35 127474 24 4 3 4
"4" 48 49 127460 35 3 4 7
"5" 64 63 127445 44 5 4 10
"6" 80 77 127433 48 11 6 12
"7" 96 106 127404 63 15 9 19
"8" 112 140 127365 90 17 10 23
"9" 128 176 127332 117 17 11 31
"10" 144 226 127280 146 24 15 41
"11" 160 293 127212 184 33 22 54
"12" 176 354 127143 215 39 32 68
"13" 192 469 127033 294 34 41 100
"14" 208 574 126924 339 67 46 122
"15" 224 752 126744 460 76 61 155
"16" 240 957 126519 581 106 80 190
"17" 256 1262 126218 782 133 105 242
"18" 272 1596 125875 981 168 132 315
"19" 288 2025 125420 1234 214 165 412
"20" 304 2665 124775 1648 295 207 515
"21" 320 3363 124044 2079 361 268 655
"22" 336 4333 123060 2685 438 356 854
"23" 352 5587 121763 3437 628 446 1076
"24" 368 7142 120203 4413 757 579 1393
"25" 384 9029 118239 5534 957 733 1805
"26" 400 11491 115745 6985 1232 961 2313
"27" 416 14431 112695 8684 1560 1236 2951
"28" 432 18209 108861 10957 1931 1582 3739
"29" 448 22780 104140 13570 2440 2000 4770
"30" 464 28250 98597 16660 3081 2501 6008
"31" 480 34772 91900 20099 3880 3170 7623
"32" 496 42657 83906 24204 4819 4029 9605
"33" 512 51219 75076 28293 5872 5079 11975
"34" 528 60773 65364 32421 7064 6383 14905
"35" 544 70999 55017 36243 8493 7850 18413
"36" 560 81369 44538 39203 9857 9598 22711
"37" 576 91441 34358 41024 11290 11633 27494
"38" 592 100599 25164 41024 12686 13939 32950
"39" 608 108556 17331 39339 13792 16503 38922
"40" 624 114989 11057 35828 14412 19301 45448
"41" 640 119525 6621 30964 14551 22134 51876
"42" 656 122605 3776 25265 13892 24972 58476
"43" 672 124554 2112 19428 12925 27509 64692
"44" 688 125665 1212 14022 11372 29899 70372
"45" 704 126364 703 9691 9610 32004 75059
"46" 720 126787 416 6414 7680 33652 79041
"47" 736 127016 276 4101 5852 34953 82110
"48" 752 127147 215 2524 4327 35911 84385
"49" 768 127254 166 1519 3034 36612 86089
"50" 784 127313 133 876 2098 37100 87239
"51" 800 127343 122 523 1365 37433 88022
