"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 30 127480 20 8 1 1
"3" 8 35 127475 24 7 1 3
"4" 12 48 127461 32 8 1 7
"5" 16 62 127446 42 5 3 12
"6" 20 85 127419 59 6 4 16
"7" 24 110 127397 74 10 6 20
"8" 28 136 127372 91 13 6 26
"9" 32 162 127343 101 21 9 31
"10" 36 212 127293 130 31 14 37
"11" 40 263 127237 163 27 18 55
"12" 44 331 127174 204 27 22 78
"13" 48 406 127094 241 49 30 86
"14" 52 529 126961 318 65 39 107
"15" 56 688 126807 425 66 58 139
"16" 60 879 126611 536 90 78 175
"17" 64 1118 126361 694 114 95 215
"18" 68 1436 126031 883 160 112 281
"19" 72 1895 125564 1204 185 151 355
"20" 76 2416 125034 1514 264 186 452
"21" 80 3104 124325 1956 315 241 592
"22" 84 3996 123414 2519 415 309 753
"23" 88 5050 122331 3148 510 397 995
"24" 92 6419 120915 3955 674 516 1274
"25" 96 8169 119115 4994 881 661 1633
"26" 100 10372 116882 6316 1123 842 2091
"27" 104 13098 114039 7959 1408 1079 2652
"28" 108 16629 110468 10070 1826 1385 3348
"29" 112 20885 106054 12525 2265 1807 4288
"30" 116 25954 100893 15407 2822 2330 5395
"31" 120 31918 94776 18664 3525 2915 6814
"32" 124 39239 87331 22531 4413 3669 8626
"33" 128 47568 78847 26698 5405 4589 10876
"34" 132 57013 69283 30995 6608 5794 13616
"35" 136 66975 59059 35025 7777 7192 16981
"36" 140 77164 48783 38126 9243 8917 20878
"37" 144 87343 38504 40273 10654 10928 25488
"38" 148 97127 28729 41235 12173 13088 30631
"39" 152 105441 20395 40229 13083 15604 36525
"40" 156 112511 13403 37441 13992 18248 42830
"41" 160 117897 8170 33308 14246 21012 49331
"42" 164 121675 4704 27861 14099 23784 55931
"43" 168 123916 2650 21812 13421 26516 62167
"44" 172 125387 1426 16201 12178 29032 67976
"45" 176 126148 830 11373 10594 31164 73017
"46" 180 126635 512 7562 8598 33047 77428
"47" 184 126897 354 4814 6693 34546 80844
"48" 188 127095 244 2978 5043 35688 83386
"49" 192 127182 193 1785 3552 36500 85345
"50" 196 127287 161 1046 2438 37102 86701
"51" 200 127322 140 609 1672 37483 87558
