"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 20 127489 10 5 0 5
"3" 32 29 127483 19 3 1 6
"4" 48 32 127478 22 0 1 9
"5" 64 41 127468 27 3 2 9
"6" 80 55 127454 35 6 3 11
"7" 96 71 127438 42 8 5 16
"8" 112 90 127419 57 6 6 21
"9" 128 110 127397 68 9 9 24
"10" 144 140 127369 88 16 9 27
"11" 160 164 127339 97 16 14 37
"12" 176 205 127298 119 22 18 46
"13" 192 279 127223 166 35 23 55
"14" 208 370 127126 227 42 28 73
"15" 224 468 127029 293 47 35 93
"16" 240 602 126893 381 62 43 116
"17" 256 770 126726 487 75 57 151
"18" 272 972 126518 611 100 68 193
"19" 288 1235 126246 764 136 85 250
"20" 304 1590 125877 955 193 124 318
"21" 320 2037 125426 1240 219 157 421
"22" 336 2583 124850 1590 254 211 528
"23" 352 3266 124161 1983 333 271 679
"24" 368 4174 123237 2535 428 346 865
"25" 384 5291 122081 3183 558 445 1105
"26" 400 6759 120586 4101 679 574 1405
"27" 416 8516 118780 5116 920 719 1761
"28" 432 10835 116399 6543 1153 920 2219
"29" 448 13703 113443 8267 1431 1175 2830
"30" 464 17409 109669 10439 1909 1481 3580
"31" 480 21677 105252 12883 2318 1930 4546
"32" 496 27004 99840 15881 2979 2412 5732
"33" 512 33406 93334 19401 3609 3066 7330
"34" 528 40753 85762 23137 4542 3832 9242
"35" 544 49414 76999 27412 5654 4777 11571
"36" 560 58755 67397 31519 6837 5981 14418
"37" 576 68821 57259 35316 8221 7460 17824
"38" 592 79195 46767 38478 9634 9187 21896
"39" 608 89263 36646 40354 11039 11267 26603
"40" 624 98467 27318 40898 12192 13515 31862
"41" 640 106731 19180 39681 13217 16159 37674
"42" 656 113529 12503 36639 14044 18883 43963
"43" 672 118578 7602 32245 14213 21735 50385
"44" 688 122016 4370 26578 14068 24525 56845
"45" 704 124172 2484 20861 13077 27249 62985
"46" 720 125359 1412 15449 11677 29710 68523
"47" 736 126164 830 10728 10013 31846 73577
"48" 752 126671 496 7145 8263 33599 77664
"49" 768 126939 331 4560 6420 34947 81012
"50" 784 127121 239 2815 4750 36061 83495
"51" 800 127200 193 1692 3364 36817 85327
