"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 20 127489 10 5 0 5
"3" 8 29 127483 19 3 1 6
"4" 12 32 127478 22 0 1 9
"5" 16 41 127468 27 3 2 9
"6" 20 55 127454 35 6 3 11
"7" 24 71 127438 42 8 5 16
"8" 28 90 127419 57 6 6 21
"9" 32 110 127397 68 9 9 24
"10" 36 140 127369 88 16 9 27
"11" 40 164 127339 97 16 14 37
"12" 44 205 127298 119 22 18 46
"13" 48 279 127223 166 35 23 55
"14" 52 370 127126 227 42 28 73
"15" 56 468 127029 293 47 35 93
"16" 60 602 126893 381 62 43 116
"17" 64 770 126726 487 75 57 151
"18" 68 972 126518 611 100 68 193
"19" 72 1235 126246 764 136 85 250
"20" 76 1590 125877 955 193 124 318
"21" 80 2037 125426 1240 219 157 421
"22" 84 2583 124850 1590 254 211 528
"23" 88 3266 124161 1983 333 271 679
"24" 92 4174 123237 2535 428 346 865
"25" 96 5291 122081 3183 558 445 1105
"26" 100 6759 120586 4101 679 574 1405
"27" 104 8516 118780 5116 920 719 1761
"28" 108 10835 116399 6543 1153 920 2219
"29" 112 13703 113443 8267 1431 1175 2830
"30" 116 17409 109669 10439 1909 1481 3580
"31" 120 21677 105252 12883 2318 1930 4546
"32" 124 27004 99840 15881 2979 2412 5732
"33" 128 33406 93334 19401 3609 3066 7330
"34" 132 40753 85762 23137 4542 3832 9242
"35" 136 49414 76999 27412 5654 4777 11571
"36" 140 58755 67397 31519 6837 5981 14418
"37" 144 68821 57259 35316 8221 7460 17824
"38" 148 79195 46767 38478 9634 9187 21896
"39" 152 89263 36646 40354 11039 11267 26603
"40" 156 98467 27318 40898 12192 13515 31862
"41" 160 106731 19180 39681 13217 16159 37674
"42" 164 113529 12503 36639 14044 18883 43963
"43" 168 118578 7602 32245 14213 21735 50385
"44" 172 122016 4370 26578 14068 24525 56845
"45" 176 124172 2484 20861 13077 27249 62985
"46" 180 125359 1412 15449 11677 29710 68523
"47" 184 126164 830 10728 10013 31846 73577
"48" 188 126671 496 7145 8263 33599 77664
"49" 192 126939 331 4560 6420 34947 81012
"50" 196 127121 239 2815 4750 36061 83495
"51" 200 127200 193 1692 3364 36817 85327
