"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 34 127476 24 7 2 1
"3" 8 44 127465 34 2 3 5
"4" 12 50 127459 38 2 3 7
"5" 16 59 127450 40 7 3 9
"6" 20 75 127433 47 12 3 13
"7" 24 106 127403 69 14 5 18
"8" 28 138 127368 89 17 10 22
"9" 32 187 127320 118 27 10 32
"10" 36 237 127264 150 25 17 45
"11" 40 296 127205 181 34 19 62
"12" 44 374 127123 226 41 23 84
"13" 48 493 127007 305 45 32 111
"14" 52 626 126868 391 57 45 133
"15" 56 785 126699 484 81 56 164
"16" 60 1003 126482 620 99 78 206
"17" 64 1262 126225 771 136 101 254
"18" 68 1627 125846 992 187 132 316
"19" 72 2086 125356 1288 204 176 418
"20" 76 2635 124802 1621 283 212 519
"21" 80 3367 124060 2073 364 265 665
"22" 84 4271 123134 2618 445 340 868
"23" 88 5412 121958 3263 556 471 1122
"24" 92 6865 120471 4155 704 599 1407
"25" 96 8690 118613 5287 884 756 1763
"26" 100 10831 116400 6468 1149 967 2247
"27" 104 13631 113549 8115 1456 1238 2822
"28" 108 17166 109917 10176 1843 1583 3564
"29" 112 21452 105483 12636 2299 2008 4509
"30" 116 26767 100095 15646 2906 2527 5688
"31" 120 33059 93650 19103 3559 3171 7226
"32" 124 40366 86172 22878 4425 3981 9082
"33" 128 48670 77736 26970 5432 4950 11318
"34" 132 57950 68194 31062 6714 6087 14087
"35" 136 67987 58025 35030 8005 7516 17436
"36" 140 78223 47674 38110 9450 9235 21428
"37" 144 88602 37278 40394 10896 11269 26043
"38" 148 97835 28033 40829 12158 13566 31282
"39" 152 106297 19533 39801 13343 16071 37082
"40" 156 113246 12792 37030 14122 18729 43365
"41" 160 118426 7773 32767 14408 21484 49767
"42" 164 121829 4461 27135 14107 24254 56333
"43" 168 124059 2530 21180 13326 26961 62592
"44" 172 125429 1393 15675 11887 29444 68423
"45" 176 126178 810 10894 10219 31592 73473
"46" 180 126669 497 7310 8282 33339 77738
"47" 184 126937 336 4534 6486 34801 81116
"48" 188 127107 242 2800 4744 35863 83700
"49" 192 127200 195 1654 3389 36634 85523
"50" 196 127268 162 990 2324 37151 86803
"51" 200 127321 142 574 1586 37507 87654
