# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads' 'I-positive' 'I-zero' 'I-negative' 'tot-info'
 3.880000E+02 1 7000 0 0 0 1 7000 0 0 7000
 3.920000E+02 1 7000 0 0 0 1 7000 0 0 7000
 3.960000E+02 1 7000 0 0 0 1 7000 0 0 7000
 4.000000E+02 1 7000 0 0 0 1 7000 0 0 7000

#Simulation ended (eff.: 0.998435, detail below)
	#Events: 7020
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
