"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 25 127486 15 4 2 4
"3" 32 33 127477 22 4 2 5
"4" 48 44 127464 29 4 3 8
"5" 64 55 127454 37 4 3 11
"6" 80 68 127440 47 5 3 13
"7" 96 84 127425 54 11 4 15
"8" 112 106 127401 63 14 7 22
"9" 128 136 127369 84 13 9 30
"10" 144 171 127334 97 22 14 38
"11" 160 222 127282 126 30 19 47
"12" 176 281 127223 169 25 26 61
"13" 192 343 127160 199 42 32 70
"14" 208 447 127051 268 48 41 90
"15" 224 548 126939 324 58 52 114
"16" 240 679 126813 405 71 64 139
"17" 256 862 126621 514 90 78 180
"18" 272 1108 126375 661 125 98 224
"19" 288 1400 126063 851 141 127 281
"20" 304 1751 125728 1057 171 168 355
"21" 320 2212 125234 1319 243 206 444
"22" 336 2792 124646 1676 289 258 569
"23" 352 3567 123840 2123 388 318 738
"24" 368 4551 122834 2729 488 407 927
"25" 384 5739 121627 3439 584 518 1198
"26" 400 7202 120099 4334 718 640 1510
"27" 416 9106 118190 5479 944 793 1890
"28" 432 11421 115804 6858 1156 1008 2399
"29" 448 14348 112835 8587 1475 1273 3013
"30" 464 17966 109091 10661 1922 1570 3813
"31" 480 22582 104345 13318 2453 1987 4824
"32" 496 27966 98908 16371 2995 2531 6069
"33" 512 34183 92482 19568 3749 3216 7650
"34" 528 41829 84687 23536 4659 4069 9565
"35" 544 50586 75786 27840 5680 5100 11966
"36" 560 60053 66160 31928 6834 6339 14952
"37" 576 70035 56025 35570 8192 7814 18459
"38" 592 80081 45750 38369 9713 9584 22415
"39" 608 90169 35657 40398 10990 11679 27102
"40" 624 99279 26556 40524 12375 13895 32485
"41" 640 107389 18576 39082 13506 16406 38395
"42" 656 113918 12133 35824 14310 19166 44618
"43" 672 118720 7441 31380 14231 21984 51125
"44" 688 122027 4386 25881 13834 24760 57552
"45" 704 124028 2551 20133 12743 27409 63743
"46" 720 125396 1438 15011 11353 29895 69137
"47" 736 126164 834 10481 9782 31944 73957
"48" 752 126628 525 7015 7980 33640 77993
"49" 768 126918 359 4572 6124 35063 81159
"50" 784 127084 261 2842 4573 36062 83607
"51" 800 127211 204 1734 3239 36784 85454
