"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 30 127480 20 7 1 2
"3" 8 36 127471 25 5 2 4
"4" 12 49 127458 36 3 5 5
"5" 16 60 127450 43 5 6 6
"6" 20 75 127435 46 10 10 9
"7" 24 97 127411 61 14 11 11
"8" 28 135 127374 86 18 17 14
"9" 32 170 127333 104 24 21 21
"10" 36 224 127275 140 25 23 36
"11" 40 297 127206 192 33 27 45
"12" 44 369 127132 237 33 34 65
"13" 48 451 127048 278 44 48 81
"14" 52 576 126923 346 65 55 110
"15" 56 760 126733 468 81 62 149
"16" 60 975 126507 593 104 89 189
"17" 64 1244 126229 765 126 113 240
"18" 68 1528 125936 914 160 156 298
"19" 72 1988 125466 1193 219 196 380
"20" 76 2561 124880 1537 282 240 502
"21" 80 3297 124129 2018 351 301 627
"22" 84 4157 123228 2526 423 388 820
"23" 88 5278 122083 3216 548 498 1016
"24" 92 6754 120586 4103 745 613 1293
"25" 96 8531 118748 5165 945 763 1658
"26" 100 10858 116355 6571 1197 956 2134
"27" 104 13769 113380 8299 1469 1211 2790
"28" 108 17335 109734 10429 1849 1522 3535
"29" 112 21674 105308 12931 2357 1934 4452
"30" 116 27029 99818 15981 2942 2468 5638
"31" 120 33377 93303 19523 3590 3070 7194
"32" 124 40844 85712 23382 4560 3889 9013
"33" 128 49197 77101 27421 5531 4868 11377
"34" 132 58560 67619 31495 6766 6079 14220
"35" 136 68651 57433 35262 8170 7541 17678
"36" 140 78950 46948 38335 9518 9320 21777
"37" 144 88972 36859 40304 10802 11396 26470
"38" 148 98408 27416 40989 12043 13561 31815
"39" 152 106665 19153 39845 13282 16031 37507
"40" 156 113433 12575 36867 14069 18760 43737
"41" 160 118351 7756 32320 14187 21607 50237
"42" 164 121819 4552 26678 14131 24410 56600
"43" 168 124057 2581 20888 13209 27180 62780
"44" 172 125337 1462 15498 11685 29741 68413
"45" 176 126149 880 10910 10097 31823 73319
"46" 180 126581 563 7292 8192 33615 77482
"47" 184 126884 374 4634 6382 35064 80804
"48" 188 127079 263 2968 4632 36100 83379
"49" 192 127202 202 1811 3366 36862 85163
"50" 196 127273 164 1077 2324 37407 86465
"51" 200 127324 143 645 1572 37792 87315
