"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 28 127482 18 3 1 6
"3" 32 36 127473 26 2 1 7
"4" 48 41 127469 27 4 1 9
"5" 64 52 127457 32 5 3 12
"6" 80 67 127442 40 8 5 14
"7" 96 91 127418 50 15 9 17
"8" 112 126 127380 79 9 14 24
"9" 128 150 127355 96 10 16 28
"10" 144 189 127317 123 14 16 36
"11" 160 235 127271 147 29 19 40
"12" 176 314 127185 193 40 27 54
"13" 192 397 127093 245 45 40 67
"14" 208 532 126971 338 57 47 90
"15" 224 680 126809 435 69 58 118
"16" 240 865 126620 541 96 77 151
"17" 256 1114 126365 692 132 99 191
"18" 272 1413 126062 872 148 135 258
"19" 288 1790 125673 1102 182 170 336
"20" 304 2255 125195 1381 255 214 405
"21" 320 2877 124568 1742 318 281 536
"22" 336 3707 123705 2261 397 359 690
"23" 352 4701 122683 2879 480 445 897
"24" 368 5915 121447 3558 643 574 1140
"25" 384 7477 119837 4457 827 715 1478
"26" 400 9557 117714 5755 1008 914 1880
"27" 416 11849 115323 7077 1248 1149 2375
"28" 432 14930 112192 8921 1579 1435 2995
"29" 448 18766 108284 11134 1994 1808 3830
"30" 464 23310 103629 13703 2505 2267 4835
"31" 480 28792 97976 16686 3121 2835 6150
"32" 496 35510 91174 20374 3843 3505 7788
"33" 512 43075 83419 24243 4756 4318 9758
"34" 528 51840 74455 28345 5952 5314 12229
"35" 544 61534 64676 32583 7069 6575 15307
"36" 560 71887 54182 36592 8424 8029 18842
"37" 576 82171 43789 39395 10000 9779 22997
"38" 592 91874 33949 40630 11455 11904 27885
"39" 608 100949 24903 40595 12662 14361 33331
"40" 624 108792 17180 38945 13412 16984 39451
"41" 640 114942 11073 35382 14129 19761 45670
"42" 656 119515 6740 30530 14186 22559 52240
"43" 672 122500 3922 24882 13607 25286 58725
"44" 688 124460 2237 19365 12511 27794 64790
"45" 704 125663 1277 13949 11391 30162 70161
"46" 720 126289 752 9688 9465 32162 74974
"47" 736 126714 477 6448 7603 33696 78967
"48" 752 126974 323 4050 5912 34960 82052
"49" 768 127149 228 2447 4346 35996 84360
"50" 784 127242 183 1486 3067 36667 86022
"51" 800 127296 160 876 2070 37156 87194
