"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 16 12743 6 9 1 0
"3" 8 24 12736 14 3 3 4
"4" 12 29 12731 15 6 4 4
"5" 16 34 12725 18 4 4 8
"6" 20 43 12717 23 2 7 11
"7" 24 47 12713 25 2 7 13
"8" 28 52 12706 28 3 7 14
"9" 32 62 12698 29 8 8 17
"10" 36 68 12691 27 11 10 20
"11" 40 84 12676 35 12 15 22
"12" 44 94 12664 37 17 15 25
"13" 48 97 12655 32 12 19 34
"14" 52 121 12638 46 15 22 38
"15" 56 132 12624 52 12 23 45
"16" 60 143 12616 50 15 26 52
"17" 64 159 12598 56 13 30 60
"18" 68 180 12579 62 17 33 68
"19" 72 197 12561 71 22 33 71
"20" 76 211 12549 67 28 37 79
"21" 80 230 12527 70 27 42 91
"22" 84 250 12503 71 28 48 103
"23" 88 298 12461 96 34 53 115
"24" 92 320 12435 101 28 62 129
"25" 96 347 12410 102 39 66 140
"26" 100 384 12375 118 37 75 154
"27" 104 409 12345 112 43 82 172
"28" 108 444 12311 121 42 89 192
"29" 112 484 12273 123 51 100 210
"30" 116 511 12245 120 44 111 236
"31" 120 542 12213 123 45 116 258
"32" 124 560 12195 114 47 125 274
"33" 128 593 12164 113 50 130 300
"34" 132 625 12130 118 39 146 322
"35" 136 653 12099 110 42 156 345
"36" 140 677 12079 104 47 165 361
"37" 144 705 12052 99 53 174 379
"38" 148 730 12026 100 47 181 402
"39" 152 755 12000 88 52 187 428
"40" 156 786 11971 92 43 201 450
"41" 160 803 11951 79 50 208 466
"42" 164 832 11928 88 39 219 486
"43" 168 850 11906 80 38 226 506
"44" 172 872 11887 80 37 234 521
"45" 176 891 11866 73 36 242 540
"46" 180 905 11852 62 36 249 558
"47" 184 918 11841 55 30 258 575
"48" 188 928 11830 48 26 268 586
"49" 192 938 11820 47 27 273 591
"50" 196 948 11809 32 30 283 603
"51" 200 955 11804 30 25 287 613
