"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 27 127483 17 6 2 2
"3" 8 39 127470 28 5 3 3
"4" 12 43 127466 30 2 5 6
"5" 16 52 127456 32 8 6 6
"6" 20 82 127427 56 12 8 6
"7" 24 115 127394 83 12 9 11
"8" 28 141 127361 99 16 10 16
"9" 32 186 127320 125 25 11 25
"10" 36 264 127238 170 39 22 33
"11" 40 365 127135 244 36 35 50
"12" 44 475 127028 313 42 46 74
"13" 48 577 126920 375 55 54 93
"14" 52 725 126772 451 77 65 132
"15" 56 935 126550 571 106 82 176
"16" 60 1200 126286 739 128 109 224
"17" 64 1558 125902 963 167 133 295
"18" 68 2021 125430 1259 211 177 374
"19" 72 2560 124899 1596 267 222 475
"20" 76 3256 124185 2008 356 274 618
"21" 80 4196 123213 2584 449 353 810
"22" 84 5346 122028 3292 565 470 1019
"23" 88 6779 120561 4156 710 592 1321
"24" 92 8576 118738 5265 852 752 1707
"25" 96 10779 116453 6475 1177 967 2160
"26" 100 13679 113501 8210 1490 1224 2755
"27" 104 17202 109902 10283 1847 1552 3520
"28" 108 21507 105465 12823 2222 2000 4462
"29" 112 26768 100074 15776 2901 2484 5607
"30" 116 33127 93568 19259 3639 3120 7109
"31" 120 40420 86113 23107 4462 3860 8991
"32" 124 48706 77713 27078 5428 4849 11351
"33" 128 58018 68252 31173 6646 6063 14136
"34" 132 67962 58114 34961 8021 7496 17484
"35" 136 78390 47628 38180 9476 9264 21470
"36" 140 88415 37409 40205 10714 11263 26233
"37" 144 97753 27991 40830 11930 13515 31478
"38" 148 105833 20012 39440 13157 15960 37276
"39" 152 112857 13093 36641 14037 18575 43604
"40" 156 118120 8055 32407 14273 21347 50093
"41" 160 121543 4810 26902 14060 24191 56390
"42" 164 123912 2651 21203 13121 26859 62729
"43" 168 125259 1504 15596 12054 29225 68384
"44" 172 126119 877 11102 10264 31362 73391
"45" 176 126607 537 7402 8512 33112 77581
"46" 180 126910 373 4806 6486 34604 81014
"47" 184 127084 279 2998 4787 35685 83614
"48" 188 127207 213 1785 3468 36459 85495
"49" 192 127277 163 1065 2372 37012 86828
"50" 196 127313 144 647 1597 37376 87693
"51" 200 127352 128 363 1083 37615 88291
