"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 29 127480 19 8 1 1
"3" 8 39 127469 29 4 2 4
"4" 12 50 127458 35 8 2 5
"5" 16 69 127439 50 6 6 7
"6" 20 76 127431 52 7 7 10
"7" 24 100 127405 61 15 7 17
"8" 28 142 127363 86 22 11 23
"9" 32 195 127309 124 22 13 36
"10" 36 250 127252 159 23 23 45
"11" 40 321 127174 204 28 30 59
"12" 44 421 127075 269 38 36 78
"13" 48 559 126941 352 60 47 100
"14" 52 707 126787 434 86 53 134
"15" 56 924 126561 572 92 73 187
"16" 60 1204 126274 763 110 89 242
"17" 64 1506 125977 940 139 120 307
"18" 68 1894 125560 1168 192 151 383
"19" 72 2390 125049 1453 266 193 478
"20" 76 3044 124378 1842 334 247 621
"21" 80 3873 123537 2329 412 327 805
"22" 84 4975 122428 3036 502 419 1018
"23" 88 6280 121086 3829 626 545 1280
"24" 92 7844 119471 4713 843 691 1597
"25" 96 9893 117364 5918 1072 882 2021
"26" 100 12453 114720 7448 1315 1107 2583
"27" 104 15787 111327 9431 1747 1393 3216
"28" 108 19761 107191 11732 2174 1749 4106
"29" 112 24677 102204 14588 2674 2214 5201
"30" 116 30335 96460 17647 3310 2788 6590
"31" 120 37251 89362 21275 4202 3502 8272
"32" 124 45247 81211 25423 4999 4420 10405
"33" 128 54169 72109 29428 6196 5568 12977
"34" 132 64008 62166 33596 7394 6934 16084
"35" 136 74225 51776 37102 8782 8491 19850
"36" 140 84408 41554 39637 10167 10379 24225
"37" 144 94124 31700 40730 11765 12475 29154
"38" 148 103153 22662 40434 12907 14867 34945
"39" 152 110536 15346 38202 13834 17488 41012
"40" 156 116420 9625 34350 14297 20247 47526
"41" 160 120454 5763 29097 14183 23118 54056
"42" 164 123119 3344 23317 13547 25776 60479
"43" 168 124843 1922 17795 12373 28260 66415
"44" 172 125818 1086 12671 10900 30539 71708
"45" 176 126503 596 8649 9147 32444 76263
"46" 180 126855 378 5727 7126 34079 79923
"47" 184 127071 235 3640 5458 35290 82683
"48" 188 127204 175 2292 3910 36216 84786
"49" 192 127279 143 1329 2768 36908 86274
"50" 196 127332 125 763 1893 37365 87311
"51" 200 127352 116 409 1211 37663 88069
