"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 20 127490 10 6 0 4
"3" 8 31 127479 21 2 1 7
"4" 12 40 127469 26 3 1 10
"5" 16 51 127459 35 3 1 12
"6" 20 59 127449 39 4 2 14
"7" 24 80 127428 51 9 2 18
"8" 28 103 127404 66 8 7 22
"9" 32 123 127385 74 16 9 24
"10" 36 166 127335 98 28 11 29
"11" 40 243 127264 156 30 14 43
"12" 44 336 127162 225 35 18 58
"13" 48 421 127079 284 39 26 72
"14" 52 527 126972 334 66 32 95
"15" 56 709 126788 452 81 44 132
"16" 60 939 126547 609 107 56 167
"17" 64 1225 126255 789 132 84 220
"18" 68 1537 125925 978 160 114 285
"19" 72 1979 125473 1231 224 152 372
"20" 76 2577 124869 1611 290 200 476
"21" 80 3297 124112 2048 362 258 629
"22" 84 4194 123202 2607 433 337 817
"23" 88 5325 122051 3284 570 428 1043
"24" 92 6695 120664 4091 725 556 1323
"25" 96 8467 118827 5139 917 747 1664
"26" 100 10803 116445 6550 1131 940 2182
"27" 104 13555 113619 8154 1424 1177 2800
"28" 108 16953 110143 10104 1850 1480 3519
"29" 112 21212 105715 12569 2313 1873 4457
"30" 116 26366 100472 15511 2831 2389 5635
"31" 120 32465 94244 18889 3483 3044 7049
"32" 124 39597 86962 22469 4453 3885 8790
"33" 128 47871 78488 26585 5420 4846 11020
"34" 132 57028 69173 30562 6743 6003 13720
"35" 136 66827 59157 34276 8056 7461 17034
"36" 140 77177 48753 37592 9351 9167 21067
"37" 144 87213 38603 39885 10625 11096 25607
"38" 148 96756 29090 40615 11947 13339 30855
"39" 152 105209 20677 39675 13046 15867 36621
"40" 156 112123 13825 37028 13739 18468 42888
"41" 160 117641 8564 32792 14331 21194 49324
"42" 164 121343 5035 27579 13929 23942 55893
"43" 168 123701 2861 21881 13275 26521 62024
"44" 172 125252 1574 16383 11895 29127 67847
"45" 176 126045 918 11557 10318 31247 72923
"46" 180 126553 563 7813 8372 33040 77328
"47" 184 126896 369 5075 6573 34485 80763
"48" 188 127088 253 3175 4882 35576 83455
"49" 192 127213 200 1920 3532 36385 85376
"50" 196 127285 165 1111 2455 36981 86738
"51" 200 127320 147 637 1663 37380 87640
