"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 32 127478 22 7 0 3
"3" 8 46 127464 35 7 0 4
"4" 12 60 127446 45 5 3 7
"5" 16 69 127438 48 6 4 11
"6" 20 92 127413 63 7 5 17
"7" 24 113 127396 72 11 7 23
"8" 28 146 127361 87 17 13 29
"9" 32 183 127320 106 18 21 38
"10" 36 237 127268 139 25 27 46
"11" 40 303 127196 186 27 31 59
"12" 44 400 127099 249 41 36 74
"13" 48 506 126988 315 55 44 92
"14" 52 635 126855 394 72 50 119
"15" 56 853 126634 534 100 68 151
"16" 60 1119 126375 702 131 95 191
"17" 64 1457 126018 911 170 123 253
"18" 68 1901 125557 1201 224 149 327
"19" 72 2430 125022 1549 241 197 443
"20" 76 3037 124395 1875 330 252 580
"21" 80 3884 123516 2386 419 328 751
"22" 84 5039 122342 3106 544 426 963
"23" 88 6375 120955 3939 635 556 1245
"24" 92 8134 119165 4967 912 691 1564
"25" 96 10359 116866 6318 1147 887 2007
"26" 100 13173 114013 8003 1463 1156 2551
"27" 104 16635 110470 10140 1740 1470 3285
"28" 108 20784 106184 12478 2227 1872 4207
"29" 112 25929 100941 15416 2762 2363 5388
"30" 116 31903 94820 18638 3518 2953 6794
"31" 120 39145 87446 22523 4319 3713 8590
"32" 124 47261 79145 26382 5386 4689 10804
"33" 128 56611 69608 30621 6533 5930 13527
"34" 132 66449 59616 34384 7851 7368 16846
"35" 136 76705 49269 37753 9110 9087 20755
"36" 140 86752 39078 39927 10557 11032 25236
"37" 144 96425 29393 41029 11787 13224 30385
"38" 148 104978 20828 40145 13130 15646 36057
"39" 152 112182 13761 37572 13878 18444 42288
"40" 156 117464 8652 33341 14175 21229 48719
"41" 160 121154 5111 27899 14152 23928 55175
"42" 164 123682 2862 22179 13464 26612 61427
"43" 168 125170 1552 16705 12192 29096 67177
"44" 172 126084 881 11764 10525 31352 72443
"45" 176 126609 548 7928 8666 33209 76806
"46" 180 126891 358 5032 6872 34681 80306
"47" 184 127086 254 3127 5135 35883 82941
"48" 188 127188 202 1938 3624 36755 84871
"49" 192 127255 170 1115 2530 37389 86221
"50" 196 127303 152 636 1687 37784 87196
"51" 200 127343 136 360 1101 38025 87857
