"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 28 127482 18 5 1 4
"3" 32 46 127463 36 2 1 7
"4" 48 52 127457 35 6 1 10
"5" 64 73 127437 49 10 2 12
"6" 80 98 127411 65 13 3 17
"7" 96 130 127379 86 15 4 25
"8" 112 168 127335 110 17 6 35
"9" 128 225 127281 151 20 11 43
"10" 144 299 127205 193 37 16 53
"11" 160 376 127117 243 35 27 71
"12" 176 495 127007 318 55 31 91
"13" 192 627 126866 396 67 45 119
"14" 208 788 126698 496 72 61 159
"15" 224 996 126487 628 93 81 194
"16" 240 1268 126210 770 147 105 246
"17" 256 1615 125847 983 189 126 317
"18" 272 2064 125395 1254 215 174 421
"19" 288 2580 124857 1560 280 221 519
"20" 304 3362 124061 2055 361 283 663
"21" 320 4268 123137 2633 447 365 823
"22" 336 5411 121946 3332 557 451 1071
"23" 352 6918 120415 4251 723 574 1370
"24" 368 8774 118511 5340 926 725 1783
"25" 384 11088 116125 6753 1152 942 2241
"26" 400 13862 113275 8344 1512 1228 2778
"27" 416 17458 109607 10420 1898 1570 3570
"28" 432 21702 105223 12820 2362 1979 4541
"29" 448 27059 99787 15830 2945 2491 5793
"30" 464 33219 93466 19088 3667 3139 7325
"31" 480 40477 86014 22816 4585 3909 9167
"32" 496 49005 77394 27041 5528 4900 11536
"33" 512 58381 67841 31251 6713 6104 14313
"34" 528 68227 57797 35010 7960 7638 17619
"35" 544 78430 47420 38040 9460 9382 21548
"36" 560 88590 37337 40231 10880 11317 26162
"37" 576 97812 27964 40692 12167 13522 31431
"38" 592 106100 19738 39482 13280 16037 37301
"39" 608 113025 12968 36784 13998 18718 43525
"40" 624 118045 7967 32140 14427 21472 50006
"41" 640 121736 4602 26786 14207 24271 56472
"42" 656 123923 2659 21045 13125 27054 62699
"43" 672 125252 1541 15592 11765 29475 68420
"44" 688 126138 858 10991 10017 31678 73452
"45" 704 126644 528 7410 8208 33466 77560
"46" 720 126859 371 4713 6535 34843 80768
"47" 736 127072 280 2892 4856 35946 83378
"48" 752 127173 208 1744 3361 36778 85290
"49" 768 127248 177 1067 2332 37315 86534
"50" 784 127301 161 621 1554 37700 87426
"51" 800 127335 139 372 1027 37959 87977
