"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 25 12734 15 7 1 2
"3" 8 38 12721 28 4 2 4
"4" 12 40 12717 30 2 3 5
"5" 16 47 12712 31 7 3 6
"6" 20 56 12704 34 7 5 10
"7" 24 65 12694 31 15 7 12
"8" 28 80 12679 40 11 9 20
"9" 32 88 12670 45 10 10 23
"10" 36 99 12656 46 13 13 27
"11" 40 113 12646 42 20 13 38
"12" 44 131 12626 49 22 16 44
"13" 48 152 12607 62 16 17 57
"14" 52 167 12589 65 14 19 69
"15" 56 182 12578 67 17 26 72
"16" 60 209 12550 76 18 29 86
"17" 64 223 12530 75 17 34 97
"18" 68 250 12510 88 12 39 111
"19" 72 269 12488 77 32 40 120
"20" 76 296 12460 84 30 50 132
"21" 80 333 12425 98 32 56 147
"22" 84 352 12406 94 30 65 163
"23" 88 387 12373 102 37 72 176
"24" 92 397 12357 96 26 82 193
"25" 96 412 12343 81 40 85 206
"26" 100 444 12313 89 38 94 223
"27" 104 464 12288 93 32 103 236
"28" 108 493 12266 98 42 110 243
"29" 112 511 12242 94 38 122 257
"30" 116 539 12216 94 43 131 271
"31" 120 576 12180 101 42 136 297
"32" 124 604 12153 106 38 143 317
"33" 128 627 12127 99 40 153 335
"34" 132 642 12111 85 35 163 359
"35" 136 657 12097 78 33 170 376
"36" 140 682 12075 79 32 179 392
"37" 144 709 12050 79 42 185 403
"38" 148 733 12022 83 31 192 427
"39" 152 755 12002 83 33 199 440
"40" 156 773 11986 80 33 205 455
"41" 160 791 11968 72 30 213 476
"42" 164 807 11951 73 26 221 487
"43" 168 819 11938 59 34 228 498
"44" 172 831 11927 53 29 237 512
"45" 176 853 11905 58 25 242 528
"46" 180 862 11894 54 19 247 542
"47" 184 871 11884 50 22 252 547
"48" 188 881 11879 41 23 260 557
"49" 192 889 11870 36 24 261 568
"50" 196 898 11861 33 22 264 579
"51" 200 903 11855 28 16 267 592
