"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 25 127487 15 3 1 6
"3" 8 36 127474 26 1 2 7
"4" 12 41 127469 30 2 2 7
"5" 16 61 127448 38 11 2 10
"6" 20 95 127413 64 15 3 13
"7" 24 128 127381 87 17 3 21
"8" 28 181 127324 129 16 8 28
"9" 32 209 127289 139 20 11 39
"10" 36 285 127218 190 29 14 52
"11" 40 362 127141 234 41 19 68
"12" 44 456 127041 287 48 27 94
"13" 48 595 126901 363 71 45 116
"14" 52 750 126735 466 88 56 140
"15" 56 959 126531 602 93 83 181
"16" 60 1237 126251 765 133 104 235
"17" 64 1602 125869 992 178 134 298
"18" 68 2048 125403 1265 212 177 394
"19" 72 2653 124787 1661 275 223 494
"20" 76 3374 124046 2114 330 278 652
"21" 80 4240 123145 2619 445 352 824
"22" 84 5343 122018 3256 564 451 1072
"23" 88 6898 120439 4200 761 582 1355
"24" 92 8751 118552 5319 934 739 1759
"25" 96 11064 116168 6700 1197 934 2233
"26" 100 14146 113029 8559 1523 1215 2849
"27" 104 17761 109275 10674 1866 1561 3660
"28" 108 22188 104806 13230 2351 1997 4610
"29" 112 27556 99269 16209 3029 2502 5816
"30" 116 34136 92581 19801 3827 3176 7332
"31" 120 41742 84776 23646 4804 4027 9265
"32" 124 50655 75708 28176 5733 5055 11691
"33" 128 60138 66014 32373 6828 6270 14667
"34" 132 69918 56079 35869 8192 7714 18143
"35" 136 80080 45837 38596 9777 9515 22192
"36" 140 90319 35493 40442 11259 11588 27030
"37" 144 99858 25958 40988 12497 13972 32401
"38" 148 107782 18042 39399 13510 16577 38296
"39" 152 114401 11609 36283 14072 19341 44705
"40" 156 119089 7051 31546 14303 22026 51214
"41" 160 122337 4085 25818 13966 24899 57654
"42" 164 124322 2305 20028 12959 27476 63859
"43" 168 125527 1321 14629 11505 29916 69477
"44" 172 126275 786 10177 9839 32011 74248
"45" 176 126677 482 6664 8044 33759 78210
"46" 180 126954 327 4312 6127 35192 81323
"47" 184 127107 242 2650 4477 36258 83722
"48" 188 127212 189 1607 3106 37007 85492
"49" 192 127298 153 951 2186 37470 86691
"50" 196 127328 138 543 1515 37797 87473
"51" 200 127362 125 305 1000 38007 88050
