"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 29 127481 19 8 0 2
"3" 8 42 127466 31 3 1 7
"4" 12 56 127452 43 2 2 9
"5" 16 72 127436 51 7 4 10
"6" 20 95 127411 65 10 6 14
"7" 24 126 127382 87 13 9 17
"8" 28 160 127345 108 14 12 26
"9" 32 201 127305 128 25 14 34
"10" 36 268 127237 164 34 17 53
"11" 40 344 127156 216 38 21 69
"12" 44 454 127045 287 50 30 87
"13" 48 600 126898 373 70 43 114
"14" 52 767 126724 494 68 56 149
"15" 56 972 126512 620 79 76 197
"16" 60 1200 126280 745 110 99 246
"17" 64 1581 125890 989 158 121 313
"18" 68 2018 125416 1255 204 152 407
"19" 72 2572 124863 1593 255 205 519
"20" 76 3295 124136 2020 343 272 660
"21" 80 4238 123181 2618 437 344 839
"22" 84 5342 122025 3271 550 454 1067
"23" 88 6777 120560 4118 718 585 1356
"24" 92 8589 118705 5221 922 751 1695
"25" 96 10892 116349 6631 1161 971 2129
"26" 100 13791 113384 8336 1484 1216 2755
"27" 104 17320 109761 10432 1889 1508 3491
"28" 108 21718 105257 12988 2338 1926 4466
"29" 112 26837 99997 15791 2894 2443 5709
"30" 116 33115 93630 19160 3700 3073 7182
"31" 120 40753 85800 23282 4651 3797 9023
"32" 124 49253 77103 27411 5679 4809 11354
"33" 128 58726 67448 31614 6880 6016 14216
"34" 132 68683 57330 35469 8103 7487 17624
"35" 136 78901 47034 38355 9491 9265 21790
"36" 140 88930 36875 40271 10830 11288 26541
"37" 144 98284 27532 40672 12105 13585 31922
"38" 148 106605 19313 39630 13159 16068 37748
"39" 152 113198 12777 36589 13928 18745 43936
"40" 156 118302 7829 32165 14209 21534 50394
"41" 160 121763 4649 26663 13880 24231 56989
"42" 164 123951 2622 20912 13042 26817 63180
"43" 168 125337 1464 15632 11572 29276 68857
"44" 172 126159 841 11042 10073 31275 73769
"45" 176 126688 496 7384 8303 33040 77961
"46" 180 126962 319 4706 6486 34453 81317
"47" 184 127109 219 2885 4801 35507 83916
"48" 188 127256 162 1799 3391 36272 85794
"49" 192 127324 131 1081 2329 36824 87090
"50" 196 127351 116 624 1614 37212 87901
"51" 200 127372 101 353 1077 37467 88475
