"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 26 127484 16 2 3 5
"3" 8 31 127479 20 2 3 6
"4" 12 38 127477 27 0 3 8
"5" 16 36 127474 20 2 6 8
"6" 20 47 127462 26 5 6 10
"7" 24 60 127446 33 8 7 12
"8" 28 85 127425 53 7 8 17
"9" 32 98 127411 61 6 10 21
"10" 36 114 127391 67 12 11 24
"11" 40 151 127354 89 20 12 30
"12" 44 204 127298 124 23 17 40
"13" 48 256 127240 158 23 20 55
"14" 52 330 127166 204 34 26 66
"15" 56 431 127073 266 44 34 87
"16" 60 533 126964 331 56 42 104
"17" 64 668 126815 409 78 54 127
"18" 68 875 126611 535 95 73 172
"19" 72 1137 126347 697 128 94 218
"20" 76 1487 125984 915 175 121 276
"21" 80 1884 125573 1161 207 155 361
"22" 84 2457 125000 1503 287 201 466
"23" 88 3197 124241 1980 351 266 600
"24" 92 4068 123320 2507 475 342 744
"25" 96 5212 122147 3210 582 441 979
"26" 100 6714 120615 4149 728 563 1274
"27" 104 8598 118670 5319 929 714 1636
"28" 108 10907 116305 6720 1160 903 2124
"29" 112 13824 113326 8500 1464 1148 2712
"30" 116 17393 109687 10520 1899 1516 3458
"31" 120 21732 105173 12921 2397 1928 4486
"32" 124 27183 99631 15911 3048 2470 5754
"33" 128 33666 93059 19538 3670 3151 7307
"34" 132 41155 85366 23367 4632 4008 9148
"35" 136 49789 76581 27670 5613 5040 11466
"36" 140 59212 66963 31767 6863 6205 14377
"37" 144 69245 56754 35568 8099 7671 17907
"38" 148 79529 46405 38648 9541 9441 21899
"39" 152 89457 36347 40386 11001 11459 26611
"40" 156 98709 27059 40755 12376 13734 31844
"41" 160 107085 18845 39565 13553 16247 37720
"42" 164 113704 12293 36506 14238 18942 44018
"43" 168 118680 7396 31919 14290 21788 50683
"44" 172 122104 4297 26474 13899 24584 57147
"45" 176 124217 2394 20688 12965 27234 63330
"46" 180 125455 1357 15158 11764 29582 68951
"47" 184 126226 792 10592 9824 31805 74005
"48" 188 126672 479 7085 8082 33516 77989
"49" 192 126979 316 4506 6415 34900 81158
"50" 196 127135 212 2784 4719 36005 83627
"51" 200 127243 162 1688 3342 36777 85436
