"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 21 127488 11 3 2 5
"3" 8 28 127482 17 2 2 7
"4" 12 36 127474 24 1 3 8
"5" 16 37 127471 22 2 3 10
"6" 20 42 127466 25 3 3 11
"7" 24 57 127452 35 4 4 14
"8" 28 79 127430 42 11 8 18
"9" 32 106 127399 66 10 9 21
"10" 36 133 127376 84 12 11 26
"11" 40 155 127349 94 16 14 31
"12" 44 194 127306 115 24 18 37
"13" 48 267 127237 160 31 26 50
"14" 52 348 127149 219 35 30 64
"15" 56 433 127069 268 45 43 77
"16" 60 568 126929 365 50 50 103
"17" 64 710 126778 444 69 66 131
"18" 68 881 126605 551 79 86 165
"19" 72 1092 126378 661 115 105 211
"20" 76 1427 126045 871 155 126 275
"21" 80 1847 125623 1116 214 161 356
"22" 84 2371 125086 1475 242 202 452
"23" 88 2954 124463 1799 321 265 569
"24" 92 3801 123616 2319 372 354 756
"25" 96 4843 122551 2954 516 428 945
"26" 100 6132 121201 3745 655 532 1200
"27" 104 7743 119551 4698 816 675 1554
"28" 108 9833 117418 5959 1019 879 1976
"29" 112 12420 114785 7443 1318 1135 2524
"30" 116 15606 111471 9325 1656 1428 3197
"31" 120 19575 107448 11636 2075 1826 4038
"32" 124 24330 102585 14320 2667 2249 5094
"33" 128 30128 96627 17485 3307 2834 6502
"34" 132 37114 89466 21249 4019 3584 8262
"35" 136 44950 81507 25093 5098 4442 10317
"36" 140 53990 72320 29327 6231 5548 12884
"37" 144 63698 62477 33297 7455 6887 16059
"38" 148 73882 52138 36742 8881 8460 19799
"39" 152 84087 41801 39296 10279 10310 24202
"40" 156 93920 31953 40578 11494 12570 29278
"41" 160 102444 23389 39830 12792 14990 34832
"42" 164 110025 15872 37818 13679 17567 40961
"43" 168 116073 10068 34281 14135 20261 47396
"44" 172 120160 6137 29152 14047 23085 53876
"45" 176 122952 3547 23579 13282 25863 60228
"46" 180 124695 1983 18039 12246 28407 66003
"47" 184 125762 1164 13040 10737 30670 71315
"48" 188 126400 683 8995 9067 32560 75778
"49" 192 126769 438 5937 7180 34157 79495
"50" 196 127012 306 3742 5452 35412 82406
"51" 200 127138 238 2246 3981 36330 84581
