"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 23 12736 13 6 0 4
"3" 8 28 12729 17 1 1 9
"4" 12 35 12725 22 3 1 9
"5" 16 40 12719 24 4 1 11
"6" 20 46 12714 20 10 2 14
"7" 24 64 12696 35 12 2 15
"8" 28 73 12685 36 10 2 25
"9" 32 85 12672 42 10 4 29
"10" 36 95 12664 43 12 7 33
"11" 40 106 12652 43 14 11 38
"12" 44 126 12631 50 16 13 47
"13" 48 145 12615 59 16 14 56
"14" 52 154 12604 59 14 17 64
"15" 56 167 12592 54 24 20 69
"16" 60 197 12560 69 26 26 76
"17" 64 216 12542 73 22 31 90
"18" 68 230 12528 74 21 38 97
"19" 72 244 12512 74 16 44 110
"20" 76 261 12493 76 19 46 120
"21" 80 289 12469 76 25 53 135
"22" 84 311 12446 82 23 60 146
"23" 88 339 12418 90 24 66 159
"24" 92 366 12391 97 22 72 175
"25" 96 388 12370 89 32 78 189
"26" 100 408 12348 82 33 84 209
"27" 104 442 12314 88 39 88 227
"28" 108 483 12276 109 37 93 244
"29" 112 517 12237 114 46 99 258
"30" 116 548 12206 125 40 109 274
"31" 120 576 12180 124 41 117 294
"32" 124 602 12151 109 53 128 312
"33" 128 624 12129 97 50 136 341
"34" 132 652 12102 90 51 150 361
"35" 136 683 12070 94 49 158 382
"36" 140 717 12034 106 39 167 405
"37" 144 750 12007 104 45 176 425
"38" 148 784 11973 109 41 185 449
"39" 152 806 11949 102 41 195 468
"40" 156 827 11929 89 44 200 494
"41" 160 847 11908 77 56 204 510
"42" 164 866 11891 71 51 217 527
"43" 168 885 11873 65 40 227 553
"44" 172 894 11864 58 38 231 567
"45" 176 909 11848 52 32 235 590
"46" 180 919 11838 51 22 242 604
"47" 184 929 11827 47 17 249 616
"48" 188 938 11819 43 17 250 628
"49" 192 951 11807 41 21 253 636
"50" 196 956 11802 36 17 255 648
"51" 200 960 11799 26 21 257 656
