"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 29 127481 19 4 3 3
"3" 32 35 127471 25 3 3 4
"4" 48 46 127463 30 5 3 8
"5" 64 57 127452 38 7 3 9
"6" 80 62 127446 38 5 6 13
"7" 96 76 127434 43 7 9 17
"8" 112 101 127408 58 12 9 22
"9" 128 139 127362 84 14 10 31
"10" 144 173 127332 105 14 17 37
"11" 160 221 127285 137 19 20 45
"12" 176 273 127234 167 25 22 59
"13" 192 346 127154 222 23 26 75
"14" 208 431 127071 260 47 33 91
"15" 224 548 126952 330 58 40 120
"16" 240 690 126809 422 68 52 148
"17" 256 852 126635 505 96 69 182
"18" 272 1105 126372 665 118 88 234
"19" 288 1420 126055 875 126 112 307
"20" 304 1797 125665 1084 185 145 383
"21" 320 2295 125165 1391 233 184 487
"22" 336 2908 124521 1760 299 247 602
"23" 352 3755 123667 2275 422 308 750
"24" 368 4808 122600 2941 506 390 971
"25" 384 6041 121319 3682 630 511 1218
"26" 400 7638 119665 4624 808 644 1562
"27" 416 9713 117568 5878 1022 826 1987
"28" 432 12225 114978 7396 1262 1062 2505
"29" 448 15373 111749 9207 1592 1343 3231
"30" 464 19117 107918 11304 1971 1720 4122
"31" 480 23860 103054 14018 2566 2148 5128
"32" 496 29472 97351 17064 3242 2724 6442
"33" 512 36232 90396 20677 3992 3448 8115
"34" 528 44035 82442 24638 4981 4247 10169
"35" 544 52850 73422 28789 6078 5349 12634
"36" 560 62560 63643 32894 7300 6658 15708
"37" 576 72512 53422 36359 8612 8208 19333
"38" 592 82749 43119 39101 9964 10051 23633
"39" 608 92547 33251 40350 11462 12142 28593
"40" 624 101684 24160 40440 12671 14477 34096
"41" 640 109346 16549 38502 13651 17053 40140
"42" 656 115508 10506 34987 14141 19844 46536
"43" 672 119907 6336 30194 14054 22665 52994
"44" 688 122772 3655 24442 13599 25370 59361
"45" 704 124697 2084 18794 12572 27966 65365
"46" 720 125745 1168 13527 11230 30240 70748
"47" 736 126381 686 9323 9237 32323 75498
"48" 752 126827 426 6160 7502 33928 79237
"49" 768 127031 268 3896 5717 35256 82162
"50" 784 127183 197 2412 4198 36173 84400
"51" 800 127247 161 1396 2983 36837 86031
