"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 22 127486 12 6 1 3
"3" 8 39 127471 28 4 1 6
"4" 12 41 127467 27 5 2 7
"5" 16 68 127440 48 7 2 11
"6" 20 88 127420 62 10 2 14
"7" 24 116 127390 78 11 5 22
"8" 28 153 127353 99 14 12 28
"9" 32 192 127315 121 21 15 35
"10" 36 252 127250 155 25 20 52
"11" 40 303 127202 191 22 25 65
"12" 44 396 127102 239 50 33 74
"13" 48 514 126985 317 64 36 97
"14" 52 647 126846 399 76 46 126
"15" 56 856 126631 529 94 57 176
"16" 60 1103 126372 693 113 75 222
"17" 64 1404 126066 873 139 104 288
"18" 68 1796 125661 1109 184 129 374
"19" 72 2329 125122 1427 260 166 476
"20" 76 3006 124430 1874 311 217 604
"21" 80 3792 123626 2328 394 290 780
"22" 84 4863 122516 2987 524 365 987
"23" 88 6206 121135 3848 647 474 1237
"24" 92 7802 119471 4770 828 619 1585
"25" 96 9977 117297 6088 1082 799 2008
"26" 100 12664 114543 7695 1368 1052 2549
"27" 104 15881 111216 9606 1678 1361 3236
"28" 108 19834 107170 11860 2170 1709 4095
"29" 112 24828 102061 14665 2774 2197 5192
"30" 116 30802 95951 18017 3388 2796 6601
"31" 120 37811 88845 21673 4266 3582 8290
"32" 124 46014 80389 25952 5228 4485 10349
"33" 128 55060 71187 30218 6223 5598 13021
"34" 132 65106 60961 34379 7578 6935 16214
"35" 136 75261 50639 37630 9101 8563 19967
"36" 140 85473 40442 40084 10556 10476 24357
"37" 144 95091 30716 41056 11957 12644 29434
"38" 148 103742 22091 40255 13229 15115 35143
"39" 152 111299 14615 38132 14026 17792 41349
"40" 156 116827 9235 34042 14303 20657 47825
"41" 160 120757 5479 28718 14266 23468 54305
"42" 164 123374 3112 22887 13613 26251 60623
"43" 168 125076 1700 17381 12269 28820 66606
"44" 172 125953 981 12454 10582 31042 71875
"45" 176 126491 603 8414 8939 32927 76211
"46" 180 126861 382 5494 7101 34547 79719
"47" 184 127067 270 3366 5430 35755 82516
"48" 188 127174 208 2056 3858 36694 84566
"49" 192 127267 171 1223 2652 37325 86067
"50" 196 127305 149 710 1757 37758 87080
"51" 200 127346 129 399 1143 38040 87764
