"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 24 127486 14 6 3 1
"3" 32 35 127476 25 4 3 3
"4" 48 43 127466 30 3 3 7
"5" 64 60 127449 43 7 3 7
"6" 80 74 127432 54 5 4 11
"7" 96 92 127418 63 10 5 14
"8" 112 127 127382 85 17 7 18
"9" 128 174 127333 119 19 9 27
"10" 144 233 127272 151 33 13 36
"11" 160 293 127204 188 32 19 54
"12" 176 383 127119 248 35 30 70
"13" 192 500 126999 314 59 35 92
"14" 208 647 126848 398 84 46 119
"15" 224 855 126637 544 86 63 162
"16" 240 1072 126408 660 116 92 204
"17" 256 1369 126084 840 146 123 260
"18" 272 1741 125724 1081 176 152 332
"19" 288 2282 125176 1416 242 184 440
"20" 304 2835 124589 1738 296 238 563
"21" 320 3690 123741 2299 367 305 719
"22" 336 4631 122752 2854 479 387 911
"23" 352 5899 121461 3624 634 492 1149
"24" 368 7529 119784 4645 769 623 1492
"25" 384 9530 117721 5823 992 817 1898
"26" 400 12095 115119 7334 1313 1030 2418
"27" 416 15250 111872 9141 1712 1302 3095
"28" 432 19280 107747 11586 2058 1653 3983
"29" 448 24097 102797 14346 2581 2114 5056
"30" 464 29862 96874 17577 3207 2692 6386
"31" 480 36799 89843 21260 4106 3363 8070
"32" 496 45014 81417 25495 5083 4245 10191
"33" 512 54217 72104 29840 6227 5382 12768
"34" 528 63774 62262 33645 7434 6758 15937
"35" 544 74090 51941 37172 8762 8409 19747
"36" 560 84286 41628 39672 10274 10305 24035
"37" 576 93998 31884 40841 11612 12537 29008
"38" 592 102930 22895 40498 12839 14949 34644
"39" 608 110347 15542 38324 13807 17575 40641
"40" 624 116205 9861 34542 14350 20309 47004
"41" 640 120491 5840 29385 14399 23107 53600
"42" 656 123148 3341 23660 13667 25868 59953
"43" 672 124849 1865 17938 12598 28349 65964
"44" 688 125964 1007 12976 10958 30621 71409
"45" 704 126543 575 8916 9011 32587 76029
"46" 720 126851 363 5788 7216 34075 79772
"47" 736 127072 248 3615 5542 35287 82628
"48" 752 127174 184 2091 4109 36176 84798
"49" 768 127269 152 1253 2864 36800 86352
"50" 784 127323 128 683 2020 37240 87380
"51" 800 127364 111 405 1280 37558 88121
