"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 30 127478 20 7 1 2
"3" 8 45 127464 34 7 1 3
"4" 12 64 127444 51 5 3 5
"5" 16 73 127432 55 6 4 8
"6" 20 91 127418 66 8 6 11
"7" 24 116 127391 76 13 8 19
"8" 28 150 127355 92 19 9 30
"9" 32 191 127314 116 23 14 38
"10" 36 259 127245 162 27 19 51
"11" 40 331 127166 202 39 29 61
"12" 44 432 127063 277 43 33 79
"13" 48 542 126956 338 65 44 95
"14" 52 702 126787 423 80 67 132
"15" 56 949 126539 581 113 87 168
"16" 60 1239 126243 791 126 108 214
"17" 64 1556 125906 978 163 138 277
"18" 68 2020 125461 1274 205 171 370
"19" 72 2527 124919 1548 282 225 472
"20" 76 3226 124193 1957 364 288 617
"21" 80 4130 123254 2537 427 369 797
"22" 84 5334 122026 3316 546 468 1004
"23" 88 6742 120598 4153 676 585 1328
"24" 92 8496 118791 5185 886 766 1659
"25" 96 10876 116370 6637 1121 974 2144
"26" 100 13625 113534 8277 1423 1208 2717
"27" 104 17069 109981 10200 1858 1535 3476
"28" 108 21574 105404 12838 2385 1923 4428
"29" 112 26900 99896 15877 2956 2447 5620
"30" 116 33230 93495 19298 3660 3091 7181
"31" 120 40815 85752 23338 4548 3841 9088
"32" 124 49120 77223 27412 5506 4845 11357
"33" 128 58411 67827 31371 6858 6053 14129
"34" 132 68366 57615 35007 8177 7484 17698
"35" 136 78737 47211 38386 9341 9309 21701
"36" 140 88718 37162 40265 10871 11251 26331
"37" 144 98085 27778 40749 12189 13506 31641
"38" 148 106250 19561 39459 13390 15886 37515
"39" 152 113211 12729 36700 14008 18693 43810
"40" 156 118464 7670 32408 14306 21455 50295
"41" 160 121915 4501 26818 14066 24247 56784
"42" 164 124033 2547 21014 13012 26905 63102
"43" 168 125377 1428 15542 11746 29336 68753
"44" 172 126173 872 10892 9994 31459 73828
"45" 176 126575 540 7176 8279 33217 77903
"46" 180 126897 350 4638 6415 34566 81278
"47" 184 127105 242 2914 4764 35622 83805
"48" 188 127227 179 1772 3369 36416 85670
"49" 192 127309 147 1048 2382 36966 86913
"50" 196 127326 133 573 1584 37321 87848
"51" 200 127357 123 346 1047 37540 88424
