"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 23 127487 13 4 3 3
"3" 8 33 127476 23 2 3 5
"4" 12 39 127470 27 3 3 6
"5" 16 48 127461 31 7 3 7
"6" 20 63 127445 40 8 3 12
"7" 24 87 127422 58 10 5 14
"8" 28 119 127389 80 13 9 17
"9" 32 150 127358 103 14 13 20
"10" 36 183 127322 123 17 17 26
"11" 40 248 127257 163 23 22 40
"12" 44 331 127169 210 39 32 50
"13" 48 433 127067 286 41 40 66
"14" 52 547 126949 362 50 51 84
"15" 56 694 126807 455 59 66 114
"16" 60 884 126606 566 86 81 151
"17" 64 1138 126340 709 123 100 206
"18" 68 1488 125978 928 160 128 272
"19" 72 2008 125458 1279 220 159 350
"20" 76 2573 124879 1642 269 205 457
"21" 80 3262 124154 2031 373 261 597
"22" 84 4254 123141 2678 438 350 788
"23" 88 5440 121940 3392 575 440 1033
"24" 92 6962 120371 4313 753 565 1331
"25" 96 8806 118466 5414 945 734 1713
"26" 100 11238 115993 6878 1190 950 2220
"27" 104 14157 112984 8663 1454 1189 2851
"28" 108 17615 109418 10560 1878 1503 3674
"29" 112 22193 104746 13245 2358 1956 4634
"30" 116 27672 99148 16361 2971 2482 5858
"31" 120 34185 92513 19929 3802 3131 7323
"32" 124 41635 84845 23734 4712 3949 9240
"33" 128 50206 76177 27878 5717 4985 11626
"34" 132 59727 66453 31969 7052 6158 14548
"35" 136 69822 56147 35844 8199 7588 18191
"36" 140 80060 45882 38876 9583 9338 22263
"37" 144 90151 35741 40740 11056 11288 27067
"38" 148 99415 26460 40998 12387 13598 32432
"39" 152 107529 18373 39450 13500 16129 38450
"40" 156 114042 11905 36237 14227 18794 44784
"41" 160 119100 7147 31727 14426 21547 51400
"42" 164 122346 4052 26051 14187 24308 57800
"43" 168 124391 2263 20313 13076 27037 63965
"44" 172 125535 1282 14846 11662 29523 69504
"45" 176 126317 751 10371 9968 31525 74453
"46" 180 126671 480 6802 8162 33254 78453
"47" 184 126965 317 4298 6158 34743 81766
"48" 188 127116 234 2689 4477 35791 84159
"49" 192 127240 178 1613 3234 36483 85910
"50" 196 127297 147 938 2215 37025 87119
"51" 200 127338 131 560 1482 37376 87920
