"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 18 12742 8 4 0 6
"3" 8 23 12737 13 2 0 8
"4" 12 31 12728 16 4 0 11
"5" 16 36 12722 20 4 0 12
"6" 20 43 12715 23 6 0 14
"7" 24 52 12706 26 9 0 17
"8" 28 57 12702 25 13 1 18
"9" 32 66 12694 27 13 1 25
"10" 36 81 12678 36 15 3 27
"11" 40 90 12668 39 17 3 31
"12" 44 112 12646 49 18 7 38
"13" 48 121 12636 45 17 11 48
"14" 52 145 12612 61 16 13 55
"15" 56 156 12602 60 15 17 64
"16" 60 181 12576 72 18 20 71
"17" 64 206 12549 77 17 23 89
"18" 68 223 12533 77 26 26 94
"19" 72 241 12515 69 29 32 111
"20" 76 268 12488 81 27 35 125
"21" 80 300 12456 96 30 39 135
"22" 84 325 12433 104 27 42 152
"23" 88 340 12415 99 31 49 161
"24" 92 369 12386 98 32 56 183
"25" 96 395 12360 94 33 64 204
"26" 100 429 12327 111 26 73 219
"27" 104 457 12299 104 37 77 239
"28" 108 486 12266 109 43 84 250
"29" 112 522 12234 118 44 95 265
"30" 116 545 12210 112 44 98 291
"31" 120 573 12185 110 41 111 311
"32" 124 609 12149 114 43 116 336
"33" 128 636 12121 105 55 123 353
"34" 132 664 12090 110 44 130 380
"35" 136 692 12066 110 44 140 398
"36" 140 712 12046 105 36 152 419
"37" 144 738 12018 102 40 159 437
"38" 148 762 11996 98 51 168 445
"39" 152 791 11969 100 44 180 467
"40" 156 810 11943 96 41 186 487
"41" 160 839 11920 96 36 196 511
"42" 164 846 11908 77 38 202 529
"43" 168 864 11890 68 45 206 545
"44" 172 891 11867 72 32 214 573
"45" 176 903 11852 61 33 222 587
"46" 180 918 11841 57 30 231 600
"47" 184 930 11829 51 31 233 615
"48" 188 941 11816 53 21 240 627
"49" 192 951 11807 49 23 245 634
"50" 196 960 11799 40 28 250 642
"51" 200 974 11785 39 27 255 653
