"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 18 127494 8 1 3 6
"3" 8 26 127484 16 1 3 6
"4" 12 31 127479 18 2 4 7
"5" 16 34 127476 20 2 4 8
"6" 20 41 127467 25 2 4 10
"7" 24 51 127459 30 4 4 13
"8" 28 62 127446 33 10 5 14
"9" 32 90 127420 52 12 6 20
"10" 36 111 127398 68 12 7 24
"11" 40 133 127372 81 15 7 30
"12" 44 172 127335 109 15 13 35
"13" 48 226 127276 135 32 17 42
"14" 52 283 127224 176 18 25 64
"15" 56 352 127149 209 41 25 77
"16" 60 461 127040 281 44 35 101
"17" 64 599 126889 372 54 48 125
"18" 68 750 126739 457 80 64 149
"19" 72 928 126563 554 105 81 188
"20" 76 1212 126266 734 126 100 252
"21" 80 1559 125906 957 162 119 321
"22" 84 2003 125457 1241 197 149 416
"23" 88 2514 124909 1536 266 201 511
"24" 92 3240 124193 1995 346 254 645
"25" 96 4101 123279 2509 424 333 835
"26" 100 5239 122160 3201 550 443 1045
"27" 104 6673 120696 4061 734 550 1328
"28" 108 8504 118770 5188 907 711 1698
"29" 112 10781 116469 6571 1155 895 2160
"30" 116 13445 113719 8112 1446 1125 2762
"31" 120 17100 109981 10299 1791 1459 3551
"32" 124 21433 105558 12827 2245 1850 4511
"33" 128 26695 100162 15784 2850 2349 5712
"34" 132 33110 93607 19309 3613 2968 7220
"35" 136 40471 86040 23118 4516 3773 9064
"36" 140 48939 77426 27342 5413 4755 11429
"37" 144 58262 67889 31463 6756 5933 14110
"38" 148 68099 57905 35180 8105 7335 17479
"39" 152 78495 47441 38269 9538 9015 21673
"40" 156 88730 37103 40388 11006 11003 26333
"41" 160 98036 27790 40834 12303 13262 31637
"42" 164 106201 19609 39601 13374 15763 37463
"43" 168 113086 12870 36750 13974 18496 43866
"44" 172 118358 7797 32459 14324 21298 50277
"45" 176 121774 4552 26992 14099 24026 56657
"46" 180 124014 2617 21278 13221 26639 62876
"47" 184 125362 1440 15811 11838 29092 68621
"48" 188 126197 806 11161 10210 31237 73589
"49" 192 126615 507 7364 8465 32960 77826
"50" 196 126942 326 4736 6488 34472 81246
"51" 200 127131 229 2882 4914 35570 83765
