"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 21 127490 11 5 0 5
"3" 8 31 127479 21 2 2 6
"4" 12 35 127475 23 1 4 7
"5" 16 39 127471 25 3 4 7
"6" 20 51 127459 32 5 4 10
"7" 24 75 127433 50 7 6 12
"8" 28 90 127416 57 9 8 16
"9" 32 117 127390 70 14 11 22
"10" 36 151 127354 88 21 13 29
"11" 40 190 127314 108 23 18 41
"12" 44 240 127264 140 31 21 48
"13" 48 319 127182 187 38 26 68
"14" 52 414 127089 248 39 31 96
"15" 56 517 126979 312 43 38 124
"16" 60 604 126889 349 52 53 150
"17" 64 762 126730 438 78 65 181
"18" 68 943 126540 529 92 84 238
"19" 72 1201 126286 694 121 104 282
"20" 76 1563 125899 927 165 122 349
"21" 80 1996 125464 1203 194 170 429
"22" 84 2525 124919 1515 261 206 543
"23" 88 3189 124239 1924 339 255 671
"24" 92 4065 123340 2480 438 324 823
"25" 96 5197 122178 3150 555 446 1046
"26" 100 6601 120744 3989 704 574 1334
"27" 104 8306 118989 5066 842 737 1661
"28" 108 10520 116740 6403 1074 920 2123
"29" 112 13113 114045 7878 1391 1149 2695
"30" 116 16529 110628 9817 1826 1434 3452
"31" 120 20708 106277 12202 2307 1856 4343
"32" 124 25794 101079 15086 2826 2357 5525
"33" 128 31974 94714 18557 3382 3000 7035
"34" 132 38984 87583 22200 4233 3764 8787
"35" 136 47182 79253 26323 5206 4698 10955
"36" 140 56312 69946 30395 6520 5841 13556
"37" 144 66117 59960 34175 7875 7225 16842
"38" 148 76540 49381 37729 9297 8893 20621
"39" 152 86903 38995 40124 10760 10856 25163
"40" 156 96579 29238 41038 12042 13184 30315
"41" 160 105085 20778 40265 13133 15730 35957
"42" 164 112233 13678 37734 13982 18359 42158
"43" 168 117560 8538 33459 14312 21157 48632
"44" 172 121208 5120 27864 14220 23956 55168
"45" 176 123621 2926 22002 13270 26715 61634
"46" 180 125134 1672 16309 12104 29214 67507
"47" 184 126022 974 11648 10332 31373 72669
"48" 188 126574 575 7877 8494 33233 76970
"49" 192 126846 392 5009 6665 34756 80416
"50" 196 127045 293 3194 4934 35887 83030
"51" 200 127184 217 1934 3651 36708 84891
