"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 18 127494 8 1 3 6
"3" 32 26 127484 16 1 3 6
"4" 48 31 127479 18 2 4 7
"5" 64 34 127476 20 2 4 8
"6" 80 41 127467 25 2 4 10
"7" 96 51 127459 30 4 4 13
"8" 112 62 127446 33 10 5 14
"9" 128 90 127420 52 12 6 20
"10" 144 111 127398 68 12 7 24
"11" 160 133 127372 81 15 7 30
"12" 176 172 127335 109 15 13 35
"13" 192 226 127276 135 32 17 42
"14" 208 283 127224 176 18 25 64
"15" 224 352 127149 209 41 25 77
"16" 240 461 127040 281 44 35 101
"17" 256 599 126889 372 54 48 125
"18" 272 750 126739 457 80 64 149
"19" 288 928 126563 554 105 81 188
"20" 304 1212 126266 734 126 100 252
"21" 320 1559 125906 957 162 119 321
"22" 336 2003 125457 1241 197 149 416
"23" 352 2514 124909 1536 266 201 511
"24" 368 3240 124193 1995 346 254 645
"25" 384 4101 123279 2509 424 333 835
"26" 400 5239 122160 3201 550 443 1045
"27" 416 6673 120696 4061 734 550 1328
"28" 432 8504 118770 5188 907 711 1698
"29" 448 10781 116469 6571 1155 895 2160
"30" 464 13445 113719 8112 1446 1125 2762
"31" 480 17100 109981 10299 1791 1459 3551
"32" 496 21433 105558 12827 2245 1850 4511
"33" 512 26695 100162 15784 2850 2349 5712
"34" 528 33110 93607 19309 3613 2968 7220
"35" 544 40471 86040 23118 4516 3773 9064
"36" 560 48939 77426 27342 5413 4755 11429
"37" 576 58262 67889 31463 6756 5933 14110
"38" 592 68099 57905 35180 8105 7335 17479
"39" 608 78495 47441 38269 9538 9015 21673
"40" 624 88730 37103 40388 11006 11003 26333
"41" 640 98036 27790 40834 12303 13262 31637
"42" 656 106201 19609 39601 13374 15763 37463
"43" 672 113086 12870 36750 13974 18496 43866
"44" 688 118358 7797 32459 14324 21298 50277
"45" 704 121774 4552 26992 14099 24026 56657
"46" 720 124014 2617 21278 13221 26639 62876
"47" 736 125362 1440 15811 11838 29092 68621
"48" 752 126197 806 11161 10210 31237 73589
"49" 768 126615 507 7364 8465 32960 77826
"50" 784 126942 326 4736 6488 34472 81246
"51" 800 127131 229 2882 4914 35570 83765
