"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 28 127482 18 6 4 0
"3" 32 41 127469 31 2 5 3
"4" 48 49 127459 37 3 5 4
"5" 64 62 127444 43 6 6 7
"6" 80 88 127417 60 11 7 10
"7" 96 120 127388 77 15 11 17
"8" 112 158 127349 99 19 13 27
"9" 128 213 127293 137 26 14 36
"10" 144 269 127235 179 23 20 47
"11" 160 321 127181 206 30 28 57
"12" 176 408 127091 252 49 34 73
"13" 192 525 126973 319 49 52 105
"14" 208 660 126826 402 61 66 131
"15" 224 843 126638 510 89 78 166
"16" 240 1078 126409 662 111 92 213
"17" 256 1377 126099 840 137 123 277
"18" 272 1752 125698 1052 188 156 356
"19" 288 2280 125182 1388 255 188 449
"20" 304 2887 124537 1786 272 248 581
"21" 320 3663 123742 2268 368 302 725
"22" 336 4584 122812 2792 459 373 960
"23" 352 5790 121577 3464 630 485 1211
"24" 368 7312 120025 4364 801 631 1516
"25" 384 9273 117989 5566 988 802 1917
"26" 400 11719 115513 7053 1215 1016 2435
"27" 416 14633 112485 8769 1558 1274 3032
"28" 432 18287 108746 10871 1976 1633 3807
"29" 448 22899 104040 13539 2434 2061 4865
"30" 464 28374 98428 16559 3147 2610 6058
"31" 480 34978 91673 20141 3864 3317 7656
"32" 496 42744 83725 24137 4819 4136 9652
"33" 512 51377 74915 28253 5845 5151 12128
"34" 528 60913 65284 32532 6908 6395 15078
"35" 544 70691 55303 35793 8415 7915 18568
"36" 560 80941 44993 38616 9919 9636 22770
"37" 576 90929 34904 40409 11196 11711 27613
"38" 592 100188 25668 40501 12504 14198 32985
"39" 608 108189 17735 39086 13429 16718 38956
"40" 624 114576 11451 35873 14209 19417 45077
"41" 640 119264 6940 31265 14154 22278 51567
"42" 656 122367 4011 25629 13676 25041 58021
"43" 672 124389 2266 19642 12969 27688 64090
"44" 688 125627 1257 14436 11546 30026 69619
"45" 704 126328 727 9906 9884 32108 74430
"46" 720 126703 473 6601 7860 33862 78380
"47" 736 126950 325 4228 5993 35142 81587
"48" 752 127113 246 2593 4386 36164 83970
"49" 768 127227 195 1546 3098 36893 85690
"50" 784 127291 164 930 2143 37371 86847
"51" 800 127334 137 563 1449 37685 87637
