"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 25 127485 15 5 1 4
"3" 8 34 127476 23 4 1 6
"4" 12 41 127468 27 5 1 8
"5" 16 49 127460 30 7 3 9
"6" 20 68 127441 44 9 5 10
"7" 24 86 127424 52 15 6 13
"8" 28 119 127390 77 15 9 18
"9" 32 154 127353 101 21 9 23
"10" 36 199 127308 129 20 16 34
"11" 40 248 127257 160 23 18 47
"12" 44 311 127192 194 32 28 57
"13" 48 381 127116 225 48 35 73
"14" 52 494 126997 294 53 46 101
"15" 56 661 126835 394 77 56 134
"16" 60 854 126638 531 80 74 169
"17" 64 1069 126419 670 95 91 213
"18" 68 1353 126121 822 150 109 272
"19" 72 1759 125711 1070 194 141 354
"20" 76 2282 125158 1405 245 192 440
"21" 80 2951 124478 1825 317 248 561
"22" 84 3727 123689 2324 373 315 715
"23" 88 4741 122653 2936 495 396 914
"24" 92 6063 121293 3737 646 509 1171
"25" 96 7785 119532 4784 842 669 1490
"26" 100 9802 117414 5981 1042 879 1900
"27" 104 12474 114719 7576 1364 1118 2416
"28" 108 15731 111313 9469 1701 1395 3166
"29" 112 19779 107233 11865 2124 1742 4048
"30" 116 24629 102265 14570 2749 2188 5122
"31" 120 30544 96191 17821 3441 2765 6517
"32" 124 37633 88991 21690 4183 3509 8251
"33" 128 45514 80922 25620 5063 4448 10383
"34" 132 54563 71778 29806 6257 5509 12991
"35" 136 64233 61908 33592 7582 6902 16157
"36" 140 74468 51535 37134 8863 8536 19935
"37" 144 84593 41275 39460 10337 10466 24330
"38" 148 94449 31393 40829 11625 12611 29384
"39" 152 103202 22610 40375 12771 14942 35114
"40" 156 110610 15343 38101 13665 17669 41175
"41" 160 116323 9725 34203 14363 20351 47406
"42" 164 120436 5766 28988 14420 23166 53862
"43" 168 123245 3264 23410 13573 25920 60342
"44" 172 124881 1847 17645 12480 28521 66235
"45" 176 125870 1077 12629 11025 30834 71382
"46" 180 126475 633 8602 9082 32761 76030
"47" 184 126773 428 5614 7170 34313 79676
"48" 188 127025 298 3495 5401 35522 82607
"49" 192 127173 206 2182 3921 36430 84640
"50" 196 127256 161 1321 2745 37045 86145
"51" 200 127306 141 783 1864 37470 87189
