"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 19 127489 10 6 0 3
"3" 8 33 127476 23 4 0 6
"4" 12 46 127464 36 3 0 7
"5" 16 64 127444 51 4 0 9
"6" 20 69 127437 50 7 1 11
"7" 24 90 127418 58 17 1 14
"8" 28 131 127377 88 19 2 22
"9" 32 185 127320 123 27 4 31
"10" 36 245 127261 167 29 6 43
"11" 40 314 127186 216 31 9 58
"12" 44 388 127108 253 48 14 73
"13" 48 537 126956 354 58 24 101
"14" 52 702 126787 455 71 48 128
"15" 56 899 126587 578 95 58 168
"16" 60 1166 126315 729 147 74 216
"17" 64 1541 125927 977 177 99 288
"18" 68 1971 125488 1231 216 141 383
"19" 72 2509 124937 1563 264 181 501
"20" 76 3272 124150 2024 365 240 643
"21" 80 4192 123206 2608 438 316 830
"22" 84 5325 122041 3276 567 427 1055
"23" 88 6823 120524 4192 765 541 1325
"24" 92 8683 118622 5305 943 728 1707
"25" 96 10947 116270 6647 1176 942 2182
"26" 100 13771 113385 8305 1462 1220 2784
"27" 104 17299 109796 10387 1802 1563 3547
"28" 108 21523 105403 12732 2299 1971 4521
"29" 112 26822 100000 15668 2945 2505 5704
"30" 116 33088 93585 19071 3639 3177 7201
"31" 120 40364 86130 22846 4458 4005 9055
"32" 124 48780 77594 27022 5380 4993 11385
"33" 128 57742 68395 30810 6601 6222 14109
"34" 132 67667 58388 34629 7883 7697 17458
"35" 136 77979 47979 37849 9328 9439 21363
"36" 140 87864 37944 39868 10737 11337 25922
"37" 144 97686 28195 40927 12169 13550 31040
"38" 148 106042 19874 39845 13113 16052 37032
"39" 152 112886 13045 37071 13880 18792 43143
"40" 156 117925 8136 32576 14186 21616 49547
"41" 160 121577 4812 27168 13963 24405 56041
"42" 164 123823 2760 21372 13022 27103 62326
"43" 168 125168 1572 15885 11676 29641 67966
"44" 172 126029 935 11298 10066 31725 72940
"45" 176 126549 585 7532 8316 33568 77133
"46" 180 126884 391 4872 6499 35000 80513
"47" 184 127058 277 3047 4822 36146 83043
"48" 188 127167 223 1880 3444 36948 84895
"49" 192 127247 186 1113 2408 37511 86215
"50" 196 127290 160 640 1659 37877 87114
"51" 200 127314 152 372 1091 38128 87723
