"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 23 127486 13 6 1 3
"3" 8 31 127477 21 3 1 6
"4" 12 40 127468 27 4 2 7
"5" 16 59 127449 37 11 2 9
"6" 20 80 127426 54 7 2 17
"7" 24 100 127408 66 10 4 20
"8" 28 130 127373 77 22 5 26
"9" 32 173 127331 108 22 8 35
"10" 36 236 127268 148 30 12 46
"11" 40 314 127191 201 32 19 62
"12" 44 406 127091 270 35 28 73
"13" 48 501 126998 322 50 36 93
"14" 52 620 126873 388 64 50 118
"15" 56 811 126673 506 82 69 154
"16" 60 1045 126434 657 105 87 196
"17" 64 1365 126107 844 139 116 266
"18" 68 1732 125719 1057 196 150 329
"19" 72 2210 125235 1374 206 197 433
"20" 76 2846 124613 1762 287 250 547
"21" 80 3626 123781 2213 405 312 696
"22" 84 4662 122727 2871 492 397 902
"23" 88 5954 121401 3654 626 514 1160
"24" 92 7628 119683 4673 821 644 1490
"25" 96 9570 117662 5823 993 834 1920
"26" 100 12159 115017 7366 1324 1046 2423
"27" 104 15401 111723 9267 1628 1371 3135
"28" 108 19236 107792 11509 2029 1708 3990
"29" 112 23946 102988 14112 2597 2195 5042
"30" 116 29700 97071 17297 3247 2739 6417
"31" 120 36390 90249 20763 4113 3451 8063
"32" 124 44222 82282 24843 4990 4328 10061
"33" 128 53216 73041 29159 6073 5419 12565
"34" 132 62966 63167 33303 7352 6683 15628
"35" 136 73201 52795 36944 8706 8265 19286
"36" 140 83330 42570 39385 10141 10125 23679
"37" 144 93157 32687 40790 11487 12228 28652
"38" 148 102138 23720 40663 12723 14646 34106
"39" 152 109672 16168 38577 13780 17265 40050
"40" 156 115734 10350 34836 14392 20027 46479
"41" 160 120015 6232 29944 14219 22806 53046
"42" 164 122775 3653 23985 13751 25562 59477
"43" 168 124670 2030 18460 12637 28140 65433
"44" 172 125729 1180 13457 11039 30484 70749
"45" 176 126390 697 9370 9185 32519 75316
"46" 180 126762 442 6074 7458 34201 79029
"47" 184 126995 315 3864 5644 35475 82012
"48" 188 127122 234 2432 4026 36419 84245
"49" 192 127218 178 1431 2816 37105 85866
"50" 196 127296 155 834 1972 37584 86906
"51" 200 127317 145 497 1285 37898 87637
