"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 37 127472 27 6 1 3
"3" 32 52 127456 40 5 2 5
"4" 48 67 127440 49 10 3 5
"5" 64 94 127413 69 14 4 7
"6" 80 126 127381 91 15 7 13
"7" 96 176 127330 123 21 10 22
"8" 112 227 127275 166 17 13 31
"9" 128 280 127224 183 30 22 45
"10" 144 367 127134 239 37 31 60
"11" 160 452 127048 293 35 39 85
"12" 176 563 126935 337 70 47 109
"13" 192 743 126754 468 63 68 144
"14" 208 922 126557 556 103 86 177
"15" 224 1233 126252 751 135 107 240
"16" 240 1599 125862 1010 151 135 303
"17" 256 2035 125417 1285 207 159 384
"18" 272 2604 124834 1623 295 199 487
"19" 288 3348 124075 2095 344 269 640
"20" 304 4174 123222 2569 440 351 814
"21" 320 5290 122081 3217 576 445 1052
"22" 336 6720 120611 4076 732 575 1337
"23" 352 8561 118714 5175 928 732 1726
"24" 368 10914 116336 6606 1151 940 2217
"25" 384 13758 113392 8282 1469 1182 2825
"26" 400 17420 109625 10442 1907 1507 3564
"27" 416 21983 104984 13138 2364 1926 4555
"28" 432 27306 99568 16123 3022 2430 5731
"29" 448 33604 93083 19592 3694 3062 7256
"30" 464 41121 85390 23484 4644 3817 9176
"31" 480 49808 76554 27737 5707 4838 11526
"32" 496 59234 66977 31870 6928 6051 14385
"33" 512 69403 56655 35724 8319 7549 17811
"34" 528 79680 46224 38727 9682 9308 21963
"35" 544 89486 36277 40438 11032 11338 26678
"36" 560 99038 26794 40925 12512 13634 31967
"37" 576 107471 18428 39886 13485 16181 37919
"38" 592 114004 11909 36681 14195 18945 44183
"39" 608 118951 7188 32134 14332 21799 50686
"40" 624 122261 4163 26472 14010 24606 57173
"41" 640 124277 2309 20549 13046 27288 63394
"42" 656 125606 1262 15135 11626 29800 69045
"43" 672 126301 746 10476 9984 31905 73936
"44" 688 126737 445 6985 8118 33680 77954
"45" 704 126987 279 4471 6250 35072 81194
"46" 720 127159 202 2772 4643 36107 83637
"47" 736 127247 161 1647 3279 36871 85450
"48" 752 127303 136 937 2290 37383 86693
"49" 768 127348 120 534 1534 37757 87523
"50" 784 127369 111 288 1012 37992 88077
"51" 800 127376 108 163 613 38161 88439
