"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 21 12739 11 5 1 4
"3" 8 28 12732 17 2 1 8
"4" 12 35 12725 23 2 1 9
"5" 16 38 12722 23 4 2 9
"6" 20 42 12717 22 5 2 13
"7" 24 50 12710 23 6 4 17
"8" 28 58 12701 26 8 4 20
"9" 32 66 12693 30 7 6 23
"10" 36 76 12683 30 14 6 26
"11" 40 85 12674 29 16 8 32
"12" 44 107 12652 46 13 9 39
"13" 48 120 12639 54 11 11 44
"14" 52 131 12626 52 19 14 46
"15" 56 150 12607 58 16 20 56
"16" 60 160 12595 59 15 23 63
"17" 64 173 12582 56 20 25 72
"18" 68 199 12560 69 24 26 80
"19" 72 216 12538 65 25 32 94
"20" 76 237 12519 69 29 34 105
"21" 80 259 12497 78 26 35 120
"22" 84 273 12477 72 29 42 130
"23" 88 303 12452 85 29 45 144
"24" 92 336 12415 101 20 52 163
"25" 96 365 12394 104 31 58 172
"26" 100 386 12367 97 38 66 185
"27" 104 420 12332 105 40 72 203
"28" 108 454 12303 111 43 79 221
"29" 112 492 12267 113 44 89 246
"30" 116 511 12243 104 43 97 267
"31" 120 545 12211 104 48 108 285
"32" 124 572 12179 106 45 117 304
"33" 128 604 12152 115 41 126 322
"34" 132 633 12119 113 46 135 339
"35" 136 667 12091 119 43 148 357
"36" 140 699 12056 112 53 159 375
"37" 144 735 12023 112 48 173 402
"38" 148 752 12003 103 47 176 426
"39" 152 778 11979 102 44 184 448
"40" 156 793 11959 86 43 192 472
"41" 160 827 11924 90 42 202 493
"42" 164 855 11902 81 42 213 519
"43" 168 877 11882 82 39 218 538
"44" 172 894 11862 69 42 226 557
"45" 176 918 11840 75 37 235 571
"46" 180 933 11826 69 41 240 583
"47" 184 954 11805 78 28 247 601
"48" 188 971 11789 81 26 252 612
"49" 192 988 11771 70 39 256 623
"50" 196 1001 11756 64 36 261 640
"51" 200 1020 11734 57 37 268 658
