"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 23 127486 13 6 2 2
"3" 32 31 127479 21 3 2 5
"4" 48 42 127467 28 4 3 7
"5" 64 54 127455 37 4 4 9
"6" 80 70 127437 47 5 5 13
"7" 96 85 127421 56 6 7 16
"8" 112 113 127394 76 9 9 19
"9" 128 149 127358 97 17 11 24
"10" 144 191 127314 122 21 15 33
"11" 160 244 127259 148 29 19 48
"12" 176 308 127190 188 33 25 62
"13" 192 395 127102 242 48 34 71
"14" 208 513 126981 309 74 41 89
"15" 224 686 126804 426 78 54 128
"16" 240 888 126589 565 103 65 155
"17" 256 1142 126341 725 117 90 210
"18" 272 1456 126006 912 153 114 277
"19" 288 1893 125564 1202 206 141 344
"20" 304 2421 125024 1534 259 188 440
"21" 320 3108 124333 1971 329 239 569
"22" 336 4026 123366 2540 441 308 737
"23" 352 5184 122171 3242 557 418 967
"24" 368 6609 120718 4084 717 555 1253
"25" 384 8431 118859 5157 928 722 1624
"26" 400 10736 116490 6534 1184 916 2102
"27" 416 13595 113554 8232 1443 1180 2740
"28" 432 17233 109829 10421 1796 1495 3521
"29" 448 21602 105374 12923 2341 1888 4450
"30" 464 26853 100021 15902 2877 2429 5645
"31" 480 32974 93720 19129 3615 3037 7193
"32" 496 40406 86153 23002 4464 3875 9065
"33" 512 48623 77702 26998 5421 4811 11393
"34" 528 58054 68178 31281 6631 5958 14184
"35" 544 68058 58022 35211 7966 7323 17558
"36" 560 78257 47694 38240 9462 9006 21549
"37" 576 88237 37543 40282 10739 10965 26251
"38" 592 97893 27995 40941 12298 13205 31449
"39" 608 106240 19641 39785 13383 15773 37299
"40" 624 113214 12805 37058 14098 18430 43628
"41" 640 118274 7856 32568 14503 21206 49997
"42" 656 121788 4501 27023 14250 23943 56572
"43" 672 124012 2546 21199 13390 26655 62768
"44" 688 125394 1434 15740 11907 29128 68619
"45" 704 126195 801 11075 10187 31289 73644
"46" 720 126684 466 7449 8312 33069 77854
"47" 736 126957 316 4765 6491 34497 81204
"48" 752 127135 222 2899 4882 35639 83715
"49" 768 127221 179 1696 3499 36393 85633
"50" 784 127296 152 958 2383 36956 86999
"51" 800 127329 142 541 1554 37332 87902
