"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 17 12742 7 6 4 0
"3" 8 21 12737 11 2 6 2
"4" 12 24 12735 14 0 7 3
"5" 16 26 12734 14 2 7 3
"6" 20 30 12729 16 3 7 4
"7" 24 38 12722 21 6 7 4
"8" 28 52 12708 32 5 9 6
"9" 32 58 12700 28 14 9 7
"10" 36 68 12691 35 6 14 13
"11" 40 79 12679 33 16 14 16
"12" 44 94 12664 39 15 17 23
"13" 48 117 12641 52 18 18 29
"14" 52 131 12627 58 16 22 35
"15" 56 146 12611 56 22 27 41
"16" 60 161 12596 56 22 33 50
"17" 64 180 12578 61 25 36 58
"18" 68 200 12557 67 24 38 71
"19" 72 225 12529 76 25 39 85
"20" 76 258 12501 93 22 42 101
"21" 80 277 12479 89 30 43 115
"22" 84 303 12453 96 31 50 126
"23" 88 322 12432 103 27 56 136
"24" 92 352 12402 99 38 60 155
"25" 96 387 12370 109 36 65 177
"26" 100 414 12339 110 36 76 192
"27" 104 450 12305 123 35 81 211
"28" 108 474 12284 116 36 93 229
"29" 112 504 12254 107 54 99 244
"30" 116 532 12222 110 46 111 265
"31" 120 561 12195 105 53 119 284
"32" 124 595 12162 117 38 135 305
"33" 128 621 12134 109 37 142 333
"34" 132 648 12105 101 47 149 351
"35" 136 671 12083 102 36 160 373
"36" 140 695 12060 82 54 168 391
"37" 144 721 12037 86 43 175 417
"38" 148 739 12019 80 41 180 438
"39" 152 762 11995 79 39 190 454
"40" 156 782 11973 81 33 196 472
"41" 160 802 11952 78 32 198 494
"42" 164 827 11931 74 43 201 509
"43" 168 852 11906 76 42 208 526
"44" 172 866 11892 74 28 217 547
"45" 176 884 11873 62 33 224 565
"46" 180 901 11858 65 26 227 583
"47" 184 912 11847 64 23 234 591
"48" 188 926 11832 55 27 239 605
"49" 192 941 11818 52 23 246 620
"50" 196 949 11808 45 22 248 634
"51" 200 963 11797 42 25 253 643
