"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 23 127486 13 5 3 2
"3" 8 31 127481 20 3 3 5
"4" 12 34 127476 22 3 4 5
"5" 16 48 127461 29 9 4 6
"6" 20 73 127436 50 8 5 10
"7" 24 89 127418 57 7 8 17
"8" 28 111 127393 71 11 9 20
"9" 32 134 127372 78 15 17 24
"10" 36 176 127328 101 20 21 34
"11" 40 228 127276 137 24 24 43
"12" 44 293 127214 176 31 28 58
"13" 48 357 127146 213 41 31 72
"14" 52 458 127044 275 50 41 92
"15" 56 579 126917 357 51 52 119
"16" 60 734 126747 445 76 62 151
"17" 64 933 126545 554 107 85 187
"18" 68 1206 126270 732 132 105 237
"19" 72 1497 125965 907 153 140 297
"20" 76 1902 125565 1154 209 173 366
"21" 80 2448 125008 1475 302 220 451
"22" 84 3168 124263 1946 341 272 609
"23" 88 4030 123365 2482 414 358 776
"24" 92 5105 122277 3151 515 460 979
"25" 96 6437 120905 3933 660 586 1258
"26" 100 8188 119126 4959 854 751 1624
"27" 104 10369 116897 6270 1104 914 2081
"28" 108 13038 114132 7832 1401 1161 2644
"29" 112 16426 110660 9820 1764 1471 3371
"30" 116 20459 106519 12210 2185 1870 4194
"31" 120 25549 101340 15086 2795 2354 5314
"32" 124 31695 95103 18562 3444 2935 6754
"33" 128 38585 87995 21994 4350 3658 8583
"34" 132 46674 79646 25988 5298 4601 10787
"35" 136 55851 70393 30058 6628 5718 13447
"36" 140 65864 60194 34198 7823 7088 16755
"37" 144 75994 49937 37455 9290 8681 20568
"38" 148 86101 39767 39832 10623 10621 25025
"39" 152 95601 30190 40567 12024 12831 30179
"40" 156 104217 21648 39944 13031 15308 35934
"41" 160 111485 14421 37532 13909 17947 42097
"42" 164 116973 9110 33510 14220 20745 48498
"43" 168 120839 5483 28201 14131 23502 55005
"44" 172 123418 3116 22406 13482 26196 61334
"45" 176 124990 1786 16887 12222 28703 67178
"46" 180 125924 996 12096 10616 30856 72356
"47" 184 126501 609 8262 8672 32755 76812
"48" 188 126819 415 5258 6853 34283 80425
"49" 192 127045 277 3368 5134 35440 83103
"50" 196 127183 202 2129 3586 36353 85115
"51" 200 127269 166 1286 2576 36963 86444
