"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 32 127478 22 5 1 4
"3" 8 38 127472 28 2 1 7
"4" 12 49 127460 36 2 2 9
"5" 16 57 127452 40 3 4 10
"6" 20 74 127436 44 10 6 14
"7" 24 109 127399 66 16 8 19
"8" 28 147 127362 94 11 13 29
"9" 32 180 127326 111 20 15 34
"10" 36 231 127272 134 33 21 43
"11" 40 323 127182 202 41 23 57
"12" 44 416 127084 257 43 41 75
"13" 48 523 126971 330 54 45 94
"14" 52 649 126841 406 66 51 126
"15" 56 877 126616 572 82 65 158
"16" 60 1126 126359 717 124 81 204
"17" 64 1446 126020 910 160 109 267
"18" 68 1909 125546 1208 203 149 349
"19" 72 2431 125007 1536 251 197 447
"20" 76 3126 124309 1974 320 255 577
"21" 80 3921 123493 2424 447 318 732
"22" 84 5046 122326 3130 546 405 965
"23" 88 6437 120903 3957 718 510 1252
"24" 92 8289 119017 5078 914 673 1624
"25" 96 10564 116665 6482 1143 861 2078
"26" 100 13340 113842 8148 1383 1133 2676
"27" 104 16713 110360 10106 1780 1426 3401
"28" 108 20799 106184 12391 2261 1829 4318
"29" 112 25978 100888 15357 2813 2355 5453
"30" 116 32145 94595 18756 3565 2945 6879
"31" 120 39268 87264 22512 4333 3774 8649
"32" 124 47658 78739 26625 5453 4715 10865
"33" 128 56822 69318 30659 6709 5920 13534
"34" 132 66944 59183 34781 8026 7319 16818
"35" 136 77307 48596 38096 9456 8982 20773
"36" 140 87526 38338 40356 10779 10925 25466
"37" 144 97203 28607 41164 12161 13117 30761
"38" 148 105762 20100 40308 13305 15543 36606
"39" 152 112578 13303 37512 13833 18369 42864
"40" 156 117890 8191 33248 14255 21042 49345
"41" 160 121496 4778 27610 14224 23865 55797
"42" 164 123907 2661 21751 13538 26620 61998
"43" 168 125249 1500 16151 12148 29111 67839
"44" 172 126114 835 11268 10481 31356 73009
"45" 176 126644 512 7528 8539 33109 77468
"46" 180 126889 342 4816 6584 34579 80910
"47" 184 127094 246 2993 4938 35666 83497
"48" 188 127208 199 1772 3503 36479 85454
"49" 192 127276 165 1040 2414 37083 86739
"50" 196 127324 136 624 1573 37473 87654
"51" 200 127334 130 340 1042 37740 88212
