"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 34 127479 24 3 1 6
"3" 8 39 127471 27 5 1 6
"4" 12 47 127463 31 6 2 8
"5" 16 50 127458 31 6 3 10
"6" 20 72 127436 46 9 4 13
"7" 24 100 127409 65 8 8 19
"8" 28 122 127388 74 15 10 23
"9" 32 161 127346 96 15 12 38
"10" 36 200 127306 119 17 18 46
"11" 40 249 127257 152 18 23 56
"12" 44 315 127190 192 32 27 64
"13" 48 385 127111 230 37 31 87
"14" 52 490 127011 296 44 42 108
"15" 56 600 126894 348 63 54 135
"16" 60 756 126734 451 65 65 175
"17" 64 936 126553 565 79 78 214
"18" 68 1162 126315 686 133 94 249
"19" 72 1528 125934 929 162 120 317
"20" 76 2004 125464 1238 222 145 399
"21" 80 2571 124876 1586 282 196 507
"22" 84 3223 124198 1980 347 255 641
"23" 88 4120 123286 2520 431 335 834
"24" 92 5283 122079 3241 564 427 1051
"25" 96 6794 120527 4156 729 559 1350
"26" 100 8597 118687 5261 899 733 1704
"27" 104 10867 116394 6627 1146 922 2172
"28" 108 13585 113567 8183 1453 1186 2763
"29" 112 16994 110056 10129 1802 1540 3523
"30" 116 21295 105709 12635 2229 1951 4480
"31" 120 26485 100360 15518 2914 2418 5635
"32" 124 32782 93937 18916 3653 3091 7122
"33" 128 40081 86457 22832 4335 3932 8982
"34" 132 48176 78233 26753 5313 4901 11209
"35" 136 57387 68818 30763 6592 6082 13950
"36" 140 67206 58810 34611 7837 7491 17267
"37" 144 77442 48435 37819 9187 9211 21225
"38" 148 87578 38258 39912 10704 11190 25772
"39" 152 96878 28943 40331 12159 13345 31043
"40" 156 105403 20398 39640 13018 15928 36817
"41" 160 112412 13528 37032 13857 18529 42994
"42" 164 117717 8395 32897 13942 21362 49516
"43" 168 121330 5000 27436 13869 24122 55903
"44" 172 123664 2866 21706 12971 26749 62238
"45" 176 125114 1645 16120 11924 29079 67991
"46" 180 126074 914 11472 10307 31231 73064
"47" 184 126586 545 7780 8405 33121 77280
"48" 188 126902 346 5022 6662 34576 80642
"49" 192 127071 254 3145 4995 35709 83222
"50" 196 127183 197 1857 3570 36541 85215
"51" 200 127270 169 1056 2500 37129 86585
