"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 24 12736 14 5 4 1
"3" 8 27 12732 17 2 4 4
"4" 12 32 12726 20 4 4 4
"5" 16 39 12720 23 5 4 7
"6" 20 44 12715 24 6 5 9
"7" 24 60 12700 32 10 5 13
"8" 28 70 12688 38 6 7 19
"9" 32 82 12677 40 12 7 23
"10" 36 92 12666 46 9 7 30
"11" 40 102 12653 45 16 9 32
"12" 44 121 12636 49 21 15 36
"13" 48 133 12623 48 21 19 45
"14" 52 151 12605 54 20 23 54
"15" 56 167 12591 60 13 26 68
"16" 60 184 12573 62 18 29 75
"17" 64 204 12553 59 23 34 88
"18" 68 232 12526 77 17 37 101
"19" 72 251 12504 72 25 46 108
"20" 76 266 12487 70 29 50 117
"21" 80 304 12453 87 32 55 130
"22" 84 331 12425 99 24 61 147
"23" 88 354 12404 102 30 66 156
"24" 92 381 12375 101 40 72 168
"25" 96 419 12336 112 41 80 186
"26" 100 455 12299 122 37 88 208
"27" 104 482 12275 117 41 98 226
"28" 108 524 12233 123 45 109 247
"29" 112 551 12207 117 47 115 272
"30" 116 580 12176 116 45 121 298
"31" 120 606 12150 118 38 132 318
"32" 124 629 12126 112 47 143 327
"33" 128 659 12096 114 38 160 347
"34" 132 689 12067 114 43 169 363
"35" 136 712 12040 109 46 182 375
"36" 140 753 12000 121 41 193 398
"37" 144 778 11978 119 44 198 417
"38" 148 809 11946 115 47 207 440
"39" 152 830 11928 105 46 214 465
"40" 156 852 11901 97 42 223 490
"41" 160 882 11877 98 43 234 507
"42" 164 898 11859 93 38 246 521
"43" 168 911 11848 74 45 257 535
"44" 172 927 11833 69 36 265 557
"45" 176 941 11818 66 25 274 576
"46" 180 952 11806 56 25 282 589
"47" 184 970 11790 57 23 290 600
"48" 188 974 11786 45 22 295 612
"49" 192 982 11776 39 22 300 621
"50" 196 992 11767 39 21 302 630
"51" 200 998 11762 37 22 305 634
