"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 18 12742 8 5 2 3
"3" 8 23 12736 13 5 2 3
"4" 12 28 12732 15 6 2 5
"5" 16 32 12727 18 2 4 8
"6" 20 34 12726 16 4 4 10
"7" 24 39 12720 17 6 4 12
"8" 28 47 12711 20 9 6 12
"9" 32 58 12702 28 9 6 15
"10" 36 67 12691 30 12 8 17
"11" 40 76 12679 34 14 9 19
"12" 44 103 12656 49 16 13 25
"13" 48 122 12636 62 15 14 31
"14" 52 143 12614 70 19 15 39
"15" 56 163 12594 72 18 17 56
"16" 60 178 12581 67 25 21 65
"17" 64 203 12556 72 24 27 80
"18" 68 224 12533 79 24 29 92
"19" 72 250 12507 91 21 38 100
"20" 76 269 12489 92 19 46 112
"21" 80 289 12466 77 37 51 124
"22" 84 319 12439 93 34 59 133
"23" 88 356 12398 103 40 64 149
"24" 92 385 12372 108 36 72 169
"25" 96 414 12341 115 37 76 186
"26" 100 447 12310 117 44 83 203
"27" 104 475 12281 122 39 91 223
"28" 108 504 12256 122 34 103 245
"29" 112 531 12226 116 46 110 259
"30" 116 561 12196 116 53 117 275
"31" 120 598 12158 124 39 134 301
"32" 124 620 12136 118 37 142 323
"33" 128 649 12107 108 45 154 342
"34" 132 671 12086 100 41 165 365
"35" 136 705 12054 100 46 173 386
"36" 140 734 12019 105 47 178 404
"37" 144 768 11989 110 50 187 421
"38" 148 796 11962 108 53 197 438
"39" 152 812 11942 102 45 207 458
"40" 156 829 11925 94 44 218 473
"41" 160 848 11910 89 35 229 495
"42" 164 863 11889 77 33 238 515
"43" 168 887 11868 82 30 243 532
"44" 172 909 11850 78 36 252 543
"45" 176 923 11835 68 39 260 556
"46" 180 946 11813 64 42 265 575
"47" 184 963 11795 69 35 271 588
"48" 188 973 11786 63 34 280 596
"49" 192 979 11777 58 24 284 613
"50" 196 995 11764 50 31 293 621
"51" 200 1005 11754 44 27 302 632
